	labels	reviews
60	0	       오늘 롯데전 잘싸우다가 9회때 말도 안되는 운영을 해서 경기를 말아먹습니까?? 박석민 뺴고 최정원까진 이해가가는데 거기서 지석훈을 타석에 서서 보내야겠습니까?? 이원재는 이해는 하지만... 그리고 라이트 1회 4점내줄때 코치한번도 안올라갔습니다. 볼이 붕붕 날으는데 1회라고 가만히 있습니까?? 그리고 또 하나 원종현 10회 민병헌 타석에는 유인구로 횡횡 속아줘하다가 김준태떄는 정면승부 드가나요?? 너무 정직하게 상대하다가 결국은 싹쓸이 2루타 보냈잖아요?? 그럴떄는 속아줘 안하다가.....   제가 왠만하면 사퇴하라 쌍욕 이런거 하지말라고 제가 글 계속올렸는데 이번경기만큼은 진짜 못참겠습니다. 저번에 7월달에도 동점까지가다가 질질 끌어서 결국엔 이대호 홈런맞고 역전당했습니다. 지금 그 야구내용 답습하고있습니다. 도대체 이번엔 롯데한테 죄진거있습니까?? 감독 코치가 롯데 출신이라서 몇경기 봐주는겁니까?? 제가 이번경기는 납득이 안되서 드리는 말씀입니다. 야구는 사람이 하는 스포츠고 야구뿐만아니고 전종목 다 사람이 하는거라서 물론 실수를 할 수있습니다. 저도 그 정도는 납득이 되는데 이번꺼는 정말 납득 못하겠습니다. 제가 다른팀경기는 상관없다 져도 관여안한다라고 글을 올린적이 있습니다. 롯데만큼은 져선 안된다 이렇게 강변을 했습니다. 참다참다하다가 결국 한경기 이렇게 못하면 바로 짤라라 할 수있는경기가 바로 이경기입니다.   이번엔 쌍욕들어도 할말 없는경기입니다. 그래도 나름 최선을 다해서 화는 나지만 여기까지 마무리합니다.그리고 몇몇팬들여러분 글보니까 사퇴하라고 이글 쓰는데 오늘은 그냥 넘어가겠습니다.  다음번에도 그런 시덥지 않는 글쓰면 엔씨팬이라고 보진 않겠습니다. 다시한번말하지만 제발 사퇴 이런글 쓰지마세요 당신들떄문에 엔씨 분열이 시작되고 1위 사수 못할수도있습니다. 좀 제발 한경기만 보시지 마시고 길게 보십시요 감독 코치도 사람입니다. 뭐 지고싶은 마음은 없겠지만 그래도 엔씨를 위해서 헌신하신 사람들입니다. 오늘은 상대가 롯데고 말도 안되는 경기를 해서 이번만은 안본척합니다. 글 쓸때 생각하면서 적으셨으면 합니다.  
61	0	        i랑 L이랑 대문자 똑같으 쳐 만들어 놓고선 졸라고 섞어놓고  계속 틀리게 하네. 
62	0	       열불나 죽겠는데 스팸코드로 낚시하네요. 
63	0	       우리 팬들은 이미 결과를 예측했을걸로 생가됩니다.  이런 경기 한 두번도 아니거든요.^^ 9회 끝내기 찬스왔다 -> 근데 못끝냈다 -> 그럼 다음연장에서 점수 내주고 질것이다.  네 오늘도 정확하네요. ^^ 
64	0	       ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 대단하다 이동욱 원종현이 쳐맞아서 진거지만 9회에 강진성대타썼으면 끝났지싶다 
65	0	       모든 책음은 다 감독님이고 더 거슬러가면 호구처럼 행동한 프런트가 제일 책임 큽니다. 하지만 이분들은 도저히 개선할 의지도 제눈에는 안보입니다.  오늘 경기요? 9회에 대타 안내고 못 끝냈죠. 그순간 이길활률은 없는겁니다. 앞선 많은 경기들에서 이미 팬분들은 경험 했죠.  
66	0	       감독이라는작자가 경기를 이따구로 볼줄 모르는데 도대체 무슨 우승이며?  포시임? 포시가도 계속 이따구일텐데 뭐어떻게할라고? 
67	0	      마무리 원종현써서 9회까지 막고 양의지까지 뺐으면 어차피 한점차 끝내기 상황에서 대타를 써야지  승부수를 띄울 강단도 없고 그렇다고 스퀴즈같은걸 시도해볼 생각도 없고  연장수비 생각에 지석훈 그대로 쓰는 쫄보 운영  거기다 이원재는 끝까지 믿음의 기용  그딴식으로 아무것도 안하는걸 감독 시킬거면 뭐하러 비싼 돈주고 감독 앉혀놓냐  그냥 아무나 붙잡아다 앉혀놔도 이동욱 마냥 아무것도 안하는건 누구나 다 하는데  적어도 아무나 앉혀놓으면 이동욱마냥 좌우놀이 한다고 잘하는 놈들 빼고 타격감 죽어가는 놈들을 선발로 기용하는 운용은 안할거니 이동욱보다 훨 나을걸 
68	0	       9회 1사 1,3루 지석훈타석때 강진성 왜 안쓴건지?  지석훈으로 갈거면 스퀴즈 왜 안됐는지??  설사 실패해서 3루주가가 홈에서 아웃되면  2사상황이니 1,3루나 1,2루나 어차피 안타가 나와야  득점이 가능한데....  타율안좋고 번트는 곧 잘대는 타자한테 스퀴즈 안해본게   너무 아쉽네요...ㅜ 
69	0	       뭘 믿고 계약을 그리 후하게 해주나... 같은놈들이다.  
70	0	       욕설 비방글 듣기 싫으면 똑바로 하시면됩니다  끝낼수잇는 찬스에 대타기용 안합니까  희플 잘치는 모창민도 잇는데 끝까지 가신거에요?  연장생각하신건가요?그럼 당신이 무능한겁니다 감독으로써 자질이 부족한겁니다 그만사퇴하세요 지금이 안되면 내년에는 보지 맙시다  
71	0	       늦은밤 일한다고 욕보는데 상사한테 예기좀 해주라 이런식으로 운영하려면 게시판 없는게 났다고.ㅎㅎㅎ 모자란 만년백업 감독이랑 술처먹고 공던지는 투수코치 욕먹는건 싫은가보네. 그럼 감독으로 좀 정상적인 사람을 대려다 놓던가. 
72	0	       선수들이 감독 코치 멱살잡고 끌고가더라  
73	0	       이동욱 손민한 진종길을 데리고도 1위를하고있는 nc 선수단 덕분입니다 
74	0	       ?? 
75	0	       관리자야 정지먹이든지말든지 맘대로 해라. 하지만 할 말은 해야겠다.  돌동욱아 작년올해 이따위로 해서 말아먹은 경기가 몇경기냐? 굳이 있을지도 모를 10회 3루 수비를 대비해서 지석훈을 남겨둔거냐? 양의지 대주자 김성욱으로 바꿨잖아 그러면 타자도 잘치는 타자로 바꿔서 9회말에 끝내야지 지석훈 타율이 1할이고 올해 몇경기 뛰지도 않았는데 당연히 강진성이라도 내야하는거 아니냐? 오늘처럼 쉽게 끝내서 이길 수 있는경기 끝낼수 있을때 못끝내서 연장가서 비기거나 진게 몇경기냐고? 올해 액면 성적은 아직은 1위인데 왜 팬들이 그다지 당신을 높게 평가 안하는지 아냐? 지금 본인이 잘해서 팀이 아직 1위라고 생각한다면 큰 오산이다. 감독의 역할은 크게이기는 경기나 지는 경기 이외에 오늘같이 잡을 수 있는 접전인경기 많이 잡아내는건데, 작년 올해 연장 승률이 얼마나 되는지 잘 생각해봐라. 여유롭게 1위할수 있는 팀을 감독코치진이 10승 이상을 깎아 먹어서 지금 성적으로 아슬아슬하게 선두싸움 하는거다. 올해 초반에 극강의 전력일때도 승률은 좋았지만 쉽게 이길경기 오늘처럼 끝낼수 있을때 못끝내고 연장가서 힘들게 이긴 경기들이 많았다. 그땐 불펜투수들이 퍼지기 전이었으니까 힘들게 이기기라도 했지. 그런 경기들이 쌓이고 쌓여서 자연히 불펜투수들이 안던져도 될 이닝을 더 던지는 일이 빈번하다 보니 2달지나고나서 순서대로 다 퍼진거야. 타자들도 계속 연장 승부 많이 하다보니 컨디션 떨어지고, 구창모도 불펜이 퍼져서 못믿을 지경이니까 무리해서 이닝을 많이 끌어갈 수 밖에 없었고 풀타임 치른적이 없는 투수가 팀 상황 땜에 어쩔수 없이 긴이닝 계속 소화하면서 무리하다보니 부상당한거지.   야구 한두해 보는것도 아니고 10년 넘게 수많은 팀들을 보다보니 긴 시즌 효율적으로 운영안하면 퍼지는거 많이 봤는데 본인은 5월6월부터 이미 초반에 승률만 좋았지 과정을 보니 이렇게 위기가 올게 다 눈에 훤히 보였다. 올해가 초반에 전력이 잘 갖춰졌고 뚜렷한 강팀도 없어서 진짜 두번다시 올수 없을 우승 적기였는데, 김경문 감독이었으면 솔직히 첫 우승 할 수 있지 않았을까 싶다. 지금 겨우겨우 운좋게 근근히 버티긴 하는데, 이따위로 계속 운영하면 당연히 1위도 언젠가 내주고 우승도 못할게 뻔하고, 우승 못하면 니친구 돌민한이랑 같이 내년에 나가라.  
76	0	       말아먹어도 1위 지키니깐 이러는거냐? 무섭네 ㅎㅎ 
77	0	       이럴거면 톡방을 왜 만들어 놨을까?  예전엔 글적기 괜찮았는데 이제는 스팸방지라고 스팸도 없었는데 저걸 해놓고 잘안보일때 새로고침하면 되지도 않음.  암튼 엔씨가 점점더 망가지는거 같네.  또 지우겠지?  
78	0	       작전은없고 선수들한테 맞기기  아무나 감독해도 똑같은결과지 감독내가 감독해도 더 못하지는않겠다 가만있으면되드니까 대타도 안쓰고 투수 볼넷 계속줘도 가만있고  짜증남 
79	0	       ㅋㅋㅋ뭐 돈벋고 하는거라 이해 합니다.  좋은 글들만 보여줘야 하겠지요..   애초에 소통을 위해 만들어 둔 게시판이면서   이따위로 운영하면 무슨 의미가 있습니까 
80	0	       감독되어서 생각하는걸 바라는건  무리지 
81	0	       피드백 그딴거 없음... 구단이 팬소통은 얼어죽을 ㅋㅋ 
82	0	        안되는 줄 알면서 계속 올리는 이유가 뭐냐. 9회말 1사 1, 3루 끝내기 찬스에서 대체 덕아웃에서는 아무 생각이 없나. 비싼 연봉받고 대가리에서 짜 낼 수 있는 전략이 아무것도 없다? 그럼, 그 자리에서 내려와야지. 뻔뻔하기 짝이 없다. 
83	0	       제발 좀 보지 말자구요... 
84	0	       듣기 싫은 소리라고 무시하지 마시고  제발 팬들 목소리좀 전달해주세요  어려운 경기 지는거는 어쩔수 없다 봅니다.  근데 선수들이 억지로 동점 만든 경기를  이렇게 지는게 무슨 경우입니까?  지석훈 이원재 오늘 안좋았습니다.   다른팀 감독이었다면 대타를 냈을겁니다.  1사 13루에 희플도 못치는 선수를 왜 씁니까  강진성에ㅡ대한 악감정이 있나요?? 
85	0	       아니 정말궁금해서 그러는데여 감독아 1사 1 3루에서 박서민 빼고 지석훈 을 왜넣은거냐? 그리고 이원재 존나 못치는데 또 강진성이랑 모창민 있는데 굳이 이원재그대로가고 일반인이 봐도 이해가안가는건데 니가 무능한거같은데 그따구로할꺼면 그냥 사퇴해 ㅋㅋㅋ 진짜 존나게 못하네 팬으로서 보기가싫어 스트레스 받아서 점수도 재대로 상대 타자가 잘해서 준점수도아니고 니네끼리 헛짓거리해서 준거면 어떻게든 이길라해야지 뭐 누가봐도 져줄라하는 경기같은데 나만그런거냐? 
86	0	       나도 보글은 나지만..모창민은 1군에 없는거 아닌가요? 
87	0	       원종현 믿으면....원종현 데꼬 나가라.... 니 믿음으로 우리 엔씨가 흔들릴 순 없다... 손민한이 데리고 같이 나가라... 9회말 1사 끝내기 찬스에서 3루에 우리 성범이가 있는데..필요한건 양의지를 대신 할 대주자가 아닌.... 지석훈이랑 이원재를 대신 할 대타 아니가? 그냥 외야 희생플라이만 날리면 끝나는 경기를 이후 수비를 생각했냐? 그렇다면 의지를 김성욱이 대타로 바꾸면 더 안되제.... 결과론인건 어쩔 수 없지만..... 강진성이가 나와서 안타던 희플이던 쳤으면 끝나는 경기를... 가라...집에 가라.... 더 이상 우리 엔씨팬 맘 아푸게 하지말고.... 1위팀 감독?니가 잘 해서 그런거 아이거든..우리 선수들이 잘 한거지.... 이제 됐으니..자진 사퇴 해라..꼬라지도 보기 싫다... 
88	0	       지석훈 수비 기용. 네 수비로 기용할 수 있어요. 그럼 타석에 서야하는 상황일 때, 타격이 안좋다는 걸 알면 작전을 걸든가, 대타기용을 하든가 해야죠. 이길 경기를 왜 나서서 지는 데 일조하는지 코칭스태프들 생각이 이해가 안됩니다. 2사도 아니고 1사 상황에서 대체 왜 끝내기 안타, 플라이만을 쳐야합니까? 강진성 타격이 별로라서 안되는 것도 아니고, 대타 기용할 선수가 없는 것도 아니고, 대체 1위 유지할 생각들은 있으십니까? KT전은 어떻게 준비하실 거에요? 초반에 수비에서 점수를 줬다가 후반에 살아나기 시작했으면 경기를 잘 끌고 가야죠. 역전해야만 할 상황을 못해서 지금 몇경기를 비기거나 졌습니까? 이번 주 내에 안정권에 못 오를 거면 NC뿐 아니라 야구에 대한 마음까지 접을 것 같습니다. 제발 정신좀 차리세요. 
89	0	       지석훈선수때 왜 대타안내십니까?? 거기서 강진성으로 교체해보는건 납득이 안가시나요?  조금이라도 고려할 가치가 없습니까?  9회에 대타 한번 내는건 도저히 못 할 짓입니까?? 맨날 9회에 못끝내고 연장가서 쳐맞는게 한두 번도 아닌데 그게 다음날 되면 기억 안나십니까? 오늘도 이리 된거 내일도면 또 잊으실겁니까? 10회 또 원종현 올라오면 뚜드려맞는거 기억안나십니까? 내일 되면 또 잊으실겁니까?  
90	0	       아무리 화가 나도 이 동욱이 관둬라는 소리는 안 해 봤는데 오늘 보니 역시 당신은 아니다 민병헌이 볼넷 목숨걸고 얻어 내는 것 봤지  그걸 절실한 야구라고 하는 거다 4대4에서 외야플라이면 끝인데  굳이 1루주자 의지를 대주자로 교체할 이유도 없었는데 바꿔서 포수는 자동 변경되어버렸고 대타가 필요한데도 지석훈이를 그대로 쓰고 이원재가 오늘 안 좋은데 진성이 대타로도 안 쓰고 결국 볼 배합 안 되는 태군이와 멘탈 안되는 종현이가 엔씨의 현주소를 그대로 보여주고 말았다 당신 정말 야구할 줄 모른다 오늘 경기도 지면 세 게임 놓친 것과 같다 기적같이 오늘 이기더라도 당신의 야구를 지지하진 못할 것 같다 내년까지 계약인 줄 아는데 그냥 내년엔 자진 하차해  주면 좋겠다 지금 해설하는 장정석 전 넥센감독이 훨 낫겠다 그라운드에 드러누워 애타게 항의하던 김기태 감독의 1승에 대한 절실함과 절규가 너무도 멋지게 기억되는 기분 더러운 밤이다 
91	0	       이동욱 감독은 뭐하는 사람 정말 감독 자질 없는 사람  사퇴하세요 그냥 월급 받지 말고 작전도 없고  지금이 마지막이다라고 생각하고 임해야지 대충 다음생각하고 이순신 정신 좀 배우고 감독 하세요 제발 팬들 다죽게 만들지 말고 
92	0	       아니 뭘 믿고 대타를 안씀??  이때까지 기록 아니더라도 오늘 4타수 무안타인 선수한테 기대하는건  뭐지?   솔직히 감독이 김경문이었음 여유있게 1위 하고 있을듯 
93	0	       마무리라는 넘이 올라와서 겨우겨우 동점 만든걸 그걸 선두타자 스트레이트 볼넷주는게 말이되냐... 니가 사람이냐? 이 씨뻘넘아..... ㅈ진짜 니가 어디서 돈 쳐먹고 일부러 질려고 그런거 아닌이상 그런짓 못한다... 그리고 지석훈이 너는 욕도 아깝다 그냥 야구 떄려치고 딴일 알아봐라 이 ㅄ아 
94	0	       왜 진짜 이팀 감독님하고 투수코치는 셋트로 왜 이러십니까?? 저번주 더블해더전 운영도 진짜 속터지는데 이꼴을 봐도 봐도 납득이 안가고  진짜 언제까지 봐야합니까??? 
95	0	       원종현 연봉반납하고, 내년에 최저연봉 계약하고, 그 연봉 기부해라. 프로는 연봉으로 말하니까, 너는 자존심이 짓뭉게져야 정신차릴거같다. 그게 아니면 나가던지 
96	0	       하늘도 알고 땅도 알고, 나도 안다. 그런데, 이동욱과 손민한은 모른다고? 부진했던 불펜이 최근에 회복되고 있지만, 여전히 불안한 투수가 원종현, 배재환이라는 사실! 몰랐다면 무능력, 알았다면 팬들 기만이고 승부조작이다. 
97	0	       아니 우리팀 감독은 9회에 도대체 왜 이길생각을 안하죠...?? 맨날 9회 힘들게 따라잡다가 멍청한 운영하고 연장가서 뚜드려 맞고 지고  이게 처음도 아니고 제가 대충 기억하는건만 3번째인거 같습니다. 
98	0	     
99	0	         원아웃 주자 1,3루 희플 하나면 깔끔하게 이겼을 경기 대타 안쓰고 고집부리다가  이길 경기 잡고 가야지 팀 분위기 사기 다 떨어트려놓고 지금 저희 게임차 넉넉한가요? 시즌 절반이 넘었습니다 이정도면 감독이 감독다워질만 할텐데 내일도 경기 있을 선수들 체력 다 버리고 불펜 투수 다 쓰고 이게 진짜 프로에서 나올 수 있는 건지 의심스럽습니다 u 
100	0	       이대로만 가자.. 만년 후보만하다가 감독되서 대타나 번트작전도 못하는 명장 감독.. 선수시절 영광만 생각하고 코치경험 없어서 투수 흔들리는데 보고만 있는 투수코치.. 공이 어디있는지도 안보고 대나마나 돌리면 홈까지 걸어서 들어가는 줄 아는 주루코치..  제발 가을야구 떨어져서 내년엔 안보길.. 
101	0	       2할도안되는타자한테 끝내기를 맡기는 팀이 세상에 어딨습니까 페넌트레이스가 무슨 2008년 베이징올림픽 믿음의 김경문야구인줄 아십니까. 실패하더라도 좀 납득이되는 선택을 하고 실패를 하면 안되는건가요? 동점만들어준 타자들 허탈감은 어쩔겁니까. lg 2연전부터 오늘경기까지 이런식으로 야구할거면 때려칩시다.  
102	0	       뭔감독이 작전이 없노  석훈이  슬러시 전문인데 넘 선수들한테만 맡끼는거 아니가? 
103	0	       바보 두놈 어휴 욕먹어도 싸다 
104	0	       ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ  나가세요 니 발로  능력없으면 제발!!!!!!!! 
105	0	       2S잡고 유인구로 4B 
106	0	       . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 원종현 승부조작범임? 왜이렇게 못함? 올라올때마다 실점. 5점대냐 6점대냐 마무리라는게 ㅉ 어떻게 세이브 순위권에 이름 올리는거냐? 얼굴에 털 관리할 시간에 야구공부를 하던 공을 더 던지던 해라 
107	0	       ... 
108	0	       1사에서 진성이를 냈어야지 파워가 있어야 희생플라이라도 칠 것 아이가? 참 아마추어가 봐도 이해가 안된다 그래서 니가 자질이 없다는 거다 
109	0	       머리좀 깔끔하게 자르고 겉멋은 그만좀부리고 게임좀 합시다 스포츠선수는 멋이아닌 실력으로 평가받는다는거 잊지말았으면 합니다 류현진선수가 얼굴이 잘생기거나 머리기르고 치장해서 메이저리그진출이나 결혼을 한것은아니라고봅니다  실력이 있으니 메이저리그도 진출하고 엄청난 연봉을 받으니 결혼도 본인이 원하는 여자와 할수있다고봅니다 아무리 머리 기르고 멋부려봤자 성적이 않좋으면 연봉깍이고 그러면 내가 맘에들어하는 여자와도 결혼 못합니다 운동선수가 운동하는데 머리가 길면  마이너스가 되면됐지 플러스의 요건은 없다고봅니다 제벌 겉멋은줄이고 실력은 높이는 선수가 되었으면 합니다 
110	0	       풀카운트에서 삼진은 가히 독보적이다 낮은 볼만 던지면 그대로 삼진 야 이 눔들아! 찬스에서 삼진 먹으면 한 번이라도 배트를 집어 던지든 헬멧을 던지든 자책하며 화를 한 번 내 봐라 그런 것은 비난하지 않을테니.. 투수는 왜 쳐다 보며 고개는 왜 절레절레 하노 어제도 1회 3회 빼 놓곤 야구도 아니었다 스트라이크 못 던지는 불펜투수 삼진 퍼레이드 타자들.. 제발인데 얼굴에서 독기 한 번 보자 태진이가 그립다 그리워.. 
111	0	       나성범, 박석민, 노진혁, 알테어 이원재  등 너무나도  기가차서  말이 안 나온다. 
112	0	        솔직히 나도 어제 롯데가 불쌍하더라  참 착하네 프로가 너무 감성적이야 
113	0	       석민아~ 상대투수가 약간 난조를 보이면 쓰리볼에서 공 하나를 기다려야 하는 거 아냐 그것도 지고 있는 팀에서 주자를 모야야지 높은 볼을 쳐서 파울 만들고 그 다음 플라이 아웃. 도대체 사인은 안 내나? 롯데 3연속 볼넷..기다리는 건 타자능력이 없어서가 아니다 이감독! 엔씨는 믿고 하는 야구? 그린라이트 그런 거 안되는 팀이다 바짝 쪼아붙여도 모자란 팀이다 희생정신이 최하위 팀이기 때문이다 제발 2위 팀과 20경기 정도 차이나는 1위 팀의 감독처럼 하지 말고 세밀한 작전야구 좀 보자 팬들의 욕이 나오는 야구 그만 해라 
114	0	       선발 투수 라이트가 난조를 보이고  라이트가 2번타자 한동희에게 2구째 던진공이  스트라익 같은데 볼로 잡아 주지 않자 (라이트가 제구도 안됐지만) 경상도 말로 약발을 많이 받아 제구가  흔들리고 있는데 감독과 투수코치는 무엇하고 있나?  라이트가 볼넷 안타 2개를 맞아 4실점하고  얻어 터지는데도 그냥 덕아웃에서 멀뚱멀뚱하고 있는데  아무리 1회지만 라이트를 믿고 그대로 두는지 도댜체 이해가 가질 않는다?   오늘 지금 4:0으로 지고 있지만 라이트가 2회부터  안정을 찾고  타자들이 초구내지 2구째 다이만 하지 않으면 충분히 이길 수가 있다  타자들이 서둘면 절대로 안된다 초구내지 2구째 아웃되면 안된다 천천히 차분히 하면 충분히 롯데를  잡을 수가 있다 서둘면 진다  서둘지 말고 차분히 해라 특히 나스타 초구 치지말라 
115	0	       예전에 아담이란 애 성적이 안되어 퇴출 당해 놓고 본국 가서는 한국 야구 비난 마운드에서 글러브 팽개쳤던 지난 해 버틀러 10승도 못 하는 투수들 수두룩 라이트라는 얘는 근본적으로 자질이 없다 마운드에서 감정표출이 극단적이다 15승을 해도 팀 분위기 해치는 이런 애는 절대 필요없다 점수 4점을 줘도 마운드 방문 안하는 투수코치는 무엇인가? 어제 대승했다고 한 게임 보상? 월슨 켈리 쿠에바스 브룩스만 예를 든다 이 선수들은 실점을 하고 실책이 나와도 늘 화이팅한다 동료들을 위로하고 미안해 한다 라이트.. 덕아웃에서 춤 추며 분위기 띄우는 게 팀 플레이가 아니다 내년에는 꼭 보지 않도록 하기 바란다 엘지의 윌슨 같은 최고의 인격자가 부럽다    
116	0	       노경은 상대로 점수 많이 못내겠다 
117	0	       라이트 방출 시켜라  라이트 방출 시켜라  라이트 방출 시켜라 
118	0	       NC타자 기운 전부 다 빠져나갔다 저놈때문에 노경은 6이닝 무실점 각이다 
119	0	       ㅉㅉ 손민한는 계속 가만히 있고 지랄한다 
120	0	       라이트 볼질 그만해라!!!! 
121	1	       오늘은 오랜만에 마음 편안하게 경기를 시청한 날입니다    1회 초 선발 투수 송명기가 롯데의 1번 타자 김재유에게  스트라이크를 하나도 잡지 못하고 스트레트 볼넷을 내어  줄 적엔 약간 불안 오늘 시합 중에 옥에 티라면 한 생각이  들기도 하였지만 2,3,4번을 범타로 잡아 1회 초를 잘 넘기고  (롯데의 2번타자가 초구에 중견수 뜬공으로 뻘짓을 하여 송명기를 도와 주었구요)  시작한 1회 말 엔씨의 공격 시에 선두타자(1번) 박민우가  3B 2S에서 5구째에 몸에 맞는 볼로 1루에 나갔고 2번 이명기가  1구째 타격한 것이 우중간 2루타가 되어 박민우가 홈으로 들어와  간단히 1:0으로 리드 하기 시작하면서 다음 타자들이 때렸다 하면  안타로 연결되어 1회 말에 대량 10점을 얻어 사실상 경기를  이긴 거나 다름이 없었는데요   롯데의 선발 송승준이 1회도 채우지 못하고 강판되었는데  오늘 같은 날엔 엔씨 타자들이 낮은 공도 안타로 연결되는 등  그야말로 무더기 안타를 때렸습니다.   오늘 시합 중에 옥에 티라면 4회 초에 허문회 감독이 완전히 경기를 포기하고 백업 멤버로 교체를 하였데도 4회부터  8회까지 단 1점도 얻지 못한 것이아닐까 생각합니다.   많은 점수 차이로 이기는 것이 좋긴 하지만 그래도  내일 경기에서 타격 감격을 이어가기 위해선 더 많은  안타를 때려야 하는 것이 아닌가 하는 생각이 들었습니다?  그러나 오늘은 우리 엔씨 팬들이 너나없이 오랫만에 마음 편히  경기 시청을 한날이 아닌가 싶습니다.    더도 말도 덜도 말고 오늘처럼만 엔씨 타자들이 잘했으면  좋겠습니다.    오늘 기아는 7회까지 2/1로 지고 있다가 7회 말에 3/2로 리드를  하고 8회 초에 2 아웃에 주자 만루가 되었으나 위기를 잘 넘기고 결국 3/1로 역전승을 하여 엔씨를 도와주었는데   SK는 4회까지 10:2로 키움에 이기고 있다가 5회 초에 빅이닝을  허용하고 7회 말까지 15:11로 리드를 하였으나 8회 초에 나온  김세연의 난조로 점수를 주다가 그다음에 나온 서진용인가 하는  투수도 헤매다가 역전패를 당하고 마는데 SK도 답이 없어  보이네요.   스트레트 볼넷으로 결승점을 주다니요  그 집(SK)도 불펜이 허접스럽기는 엔씨와 도긴개긴이네요  SK가 이겨 엔씨에 도움이 되라고 응원을 많이 했는데요  말짱 헛것이 되었네요   다음(duam)에 경기 중계를 보니까 SK 응원하는 팬들이 87%  키움을 응원 팬들이 13% 이던데 아쉽단 생각이 듭니다요   박민우 선수의 7년 연속 100안타를 축하합니다.  7년연속 100안타를 때린다는 것은 그만큼 꾸준히 잘하는  것이 아닐까 싶습니다.   부디 부상없이 잘 하기를 기원해 봅니다  엔씨가 내일도 잘하기를 기원해 봅니다.  
