	labels	titles
597	1	오늘을 기점으로 팀전체의 타격감이 살아날 것 입니다..
598	1	손혁 out
599	1	이정후선수 슬럼프인게 너무 아쉽네요 ㅠ
600	0	3위 추락
601	0	허민 하송 손혁 OUT!
602	0	"결연한 손혁 ""3위 추락? 의식 NO, 최대한 많이 이기면 된다"" [★고척]"
603	0	구단은 이건 알야야 할겁니다.
604	0	키움선수들  사랑해요    선수들도  고생들이   많네요
605	0	박동원 인성 문제있어요?
606	0	장정석 감독님한테 비수꽂으면서 데려온 결과가 이거에요?
607	0	이 끔찍한 경기운영을 내년에도 봐야한다니 한숨이납니다..
608	0	갑자기 끔찍한 상상을 했네요
609	0	이영준 투수
610	0	장정석 감독 모셔와라.
611	0	이정후 선수
612	0	8일부터  인천 SK팀  9연패중  타이밍기가 막히네   한화4연패도 끊어주고
613	0	우리가 장바지라고 불렀던 분이 지금 감독이였다면?
614	0	투수 교체 타이밍
615	0	구단은 요행을 바라지 않았으면 하네요
616	0	올 가을야구 접어야 할 것 같습니다.
617	0	요키시 복귀전이라 기대했는데ㅜ
618	0	김재현 언제 오나요??
619	0	삭제된 손씨의 오늘 만행 다시 올려드립니다.
620	0	시거든 떫지나 말지
621	0	처음 글 써보는데요. 비난이 아니라 팬으로써 구단을 향한 간절한 마음으로 차오르는 분노를 머금고 적어봅니다. 
622	0	정들었던 키움을 떠나 LG로 이사갑니다.
623	0	와 또 글 삭제하시네요 관리자님?ㅋㅋㅋㅋㅋㅋㅋ
624	0	순위 꼴아박아도 경질 안 한다는 글 지웠네?
625	0	이번시즌 끝나고 박동원은 트레이드시키고 서건창 FA 잡지 마시길 그리고
626	0	정후 제발좀ㅜㅜ
627	0	혁아 진짜 더 심한 꼴 보기전에 나가라
628	0	조상우선수는
629	0	이번주  2승 4패  다음주  험난한  일정
630	0	투수코치출신 맞음?
631	0	이지영 안쓰고 뭐함??
632	0	여기오시는 팬들에게 묻습니다 
633	0	하기 싫으면 관두고 술을 빨던지
634	0	솔직히 감독대결에서도 이강철 새끼발가락도 못따라감
635	0	아니 손혁 도랐냐 ? 정말 아무리 욕해도 부족함이 없네..
636	0	추락하는데 이유가 있다.....아직도 상황 파악 못하는 감독
637	0	예상대로 김하성 삼진!
638	0	개인적인 수비위치
639	0	손혁 만세 만만세
640	0	실력차이야 어쩔수 없다지만...정신력까지 이래서야...
641	0	진짜 이건 아니지 손혁아ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
642	0	저도 처음으로 써봅니다..손혁 OUT
643	0	졌다 손혁 만세!!!!
644	0	역시 패배
645	0	역시 개혁으로는 가을야구도 힘들다 봅니다 ㅋㅋㅋㅋ
646	0	20시즌  최종순위 입니다
647	0	방출해야 할 선수들
648	0	박동원 방출
649	0	박동원은 자격이 없습니다.
650	0	박동원 내려보내라
651	0	질때 지더라도 팬들이 납득하게끔 지던지 너무하네
652	0	박동원 끝까지 안빼는 구나
653	0	박동원은 인성 실력 간절함 등 낙오자네요
654	0	손혁 OUT
655	0	박동원은 마인드가 썩었어
656	0	ㅋㅋㅋㅋㅋ나락으로 떨어져가네
657	0	오늘의 고추가루  박동원
658	0	박동원, 저게 프로 선수입니까? 허도환 마지막 시즌 같네요
659	0	야구 이리 하려면 시즌 포기하고 리빌딩이나 햬요
660	0	ㅋㅋㅋ
661	0	박동원 봐라.... ㅋㅋㅋ 
662	0	어유..부글부글 끓는다 ㅠㅠ
663	0	아마도
664	0	박동원 얼굴표정봐라 하기싫다고 한다 빼라 건성건성 
665	0	돌참치
666	0	ㅇ ㅏ박동원 안좋으면 빼라고 모하는거냐 손혁?????????????????
667	0	김하성..수비위치..안좋아요..
668	0	역시 오늘도 기행으로 팀 말아먹는구나~~~명장 손혁!!! 종신큠해주세요!!
669	0	대타안쓰냐
670	0	담주 스크전 어떻게들 보세요
671	0	요즘 상태도 별로인 조상우를 동점 8회에 ㅋㅋㅋ
672	0	내가 감독이면
673	0	투수력 바닥, 타력도 바닥
674	0	우타자 많이 나올땐 러셀 유격써라 수비폭이 틀린데 ...
675	0	후반기를 이렇게 어렵게ㅠㅠ
676	0	이젠 은퇴시가왔네 조상우
677	0	손혁은 도데체 왜 학습 효과가 없는거냐?? 똥개도 서당개 3년이면 풍월을 읇는다는데....
678	0	이제는 가을야구 갈수 있는지를 걱정해 되는군요
679	0	아니 거기서 왜 조상우를 쓰냐 엘지 엔씨 감독들 하는건 봐가지고 ..
680	0	현재 최고의 마무리 투수에게 고의사구..... ㅋㅋㅋ
681	0	선수들의 상태를 파악 못하는 감독..어떻게 승리하나요?
682	0	조상우가 예전같지 않네요..ㅠㅠ
683	0	이해불가
684	0	왜 초구볼던지고 고의사구를 내보내냐 아웃카운트하나만잡으면되는거를
685	0	항상 쳐맞고 투수바꾸고 선구안도안좋은애들은 계속타석에 스게하고 
686	0	이정후 문제점
687	0	감독 부터 코치들 허수아비? 아니면 질려고 일부러 그러니?
688	0	혁아 하나만 물어보자
689	0	한마디만 합시다
690	0	효상아 내년 군대후딱갔다와라 니가 커야된다 
691	0	아니 이걸 지금 이길 가능성 있다고 보는 멍청한 감독
692	0	박동원 아직도 안 바꿨네
693	0	강병식 물러나라
694	0	비디오판독 2개 그냥 허비했네요.
695	0	박동원 타석에 대타 안쓰나? 못쓰나?왜 그럴까?
696	0	손혁 OUT
697	0	LG 두산 폭발이네요.
698	0	손혁은 왜 컨디션도 않좋고 타격도 안되는 선수들만 고집할까??
699	0	감독사퇴해라 고만 그자리에잇고 감독할능력치가안된다 
700	0	손혁 퇴진을 위한 팬들의 지혜를 좀 모읍시다. 
701	0	아니 감독은 자기팀 선수 타격감 안보냐 ?
702	0	박동원은 선수 맞냐
703	0	주자 나가봐야 기대 안되는 공격들
704	0	변화구만 던지는 투수,.....직구만 노리는 박동원
705	0	배트 놓치고 그냥 들어가는 싸가지는 뭐냐.... 
706	0	박동원때 대타를 안 낸다고
707	0	감독싸움에서 상대가 안되는구나
708	0	타격감 안좋은 5번타자 박동원
709	0	손혁 OUT
710	0	뭘 그렇게 들어 올리냐고..ㅠㅠ
711	0	전담포수로 박동원 썼으면 포수 바꿔라... 에버레지가 이지영하고 차이 나잖니..
712	0	시원하게 이기는 경기를 볼 수가 없다.
713	0	볼 배합과 커맨드가 읽히는데 이기겠니... 손혁아 
714	0	왜이리 못해졌죠?
715	0	박동원 송구 조차 엉망이네요
716	0	절대 위기에서 못막는 패턴
717	0	아니 저번에도 5대0에서 뒤집히더만 오늘도 똑같은 패턴 모하는건지 정말
718	0	손혁! 허민! 더이상 히어로즈 망치지 마라
719	0	감독님아 3이닝 던지게 할만큼 나올투수가 없었어요 ?
720	0	역시 약팀과 강팀의 전형적인 패턴이네요
721	0	왜 맨날 점수 다 주고 교체하는겨.
722	0	박동원, 박동원, 박동원 
723	0	이제는 3,4점 차에서도
724	0	제발..수비확정하고 팀실책 꼴찌 면하자..답답 혁 !!
725	0	현장 경험이 몇년인데 감독이 저러는거며
726	0	최재훈 데려오자
727	0	안보길 잘했네요
728	0	동원아 송구연습 안하냐 정말 너때문에 오늘 지는거다 .. 김하성 하고 너
729	0	우리 하성이가 팀3연패로 만드나요 ㅠㅠ
730	0	오늘도 안타숫자 ㅠㅠㅠ
731	0	정말 서건창 빼라 ... 몇번을 속아야 하냐 ?
732	0	이강철이 정말 만만하게  보나보다 동점상황에  이대은 ㅎㅎㅎ
733	0	누구나 예상되는 도루만 하네
734	0	손혁감독 SK감독으로 갈 확율 없을까요
735	0	야 허민 하송, 장정석 거르고 염혁
736	0	질책성교체도 없네 이놈에 팀은
737	0	이강철
738	0	박동원 5번은 누구 머리에서 나온거냐
739	0	4대 0에서 동점은 내주고 3대 0 역전은 못 시키고 ㅋㅋㅋㅋ
740	0	박동원  밀어쳐야지 
741	0	손혁 OUT 이래도 감독이 잘한거냐?
742	0	역시 병살
743	0	박동원 방출해라
744	0	글 왜 썰고있냐 직원아
745	0	학습능력이라곤 없는 감독ㅋㅋㅋ 양현 분식잘하는거 팬들도 아는데
746	0	오늘  끝나면 3위  로  가네요.
747	0	손혁은 진짜 생각이 없나
748	0	더블A주전유격수  김~~하~~~성!!!!
749	0	LG 또 이기네요.
750	0	똥손혁 니가 뭔데 퀵후크를 쳐 하냐
751	0	전력유출이 있었던 것도 아니고 감독만 바뀌었는데
752	0	진짜 개못한다
753	0	손혁감독은 투수교체를 정말못하네요
754	0	집어쳐라
755	0	염혁아 양현 승계주자 다 준다고 얘기했잖아 ..
756	0	감독사퇴좀해라 
757	0	오늘은
758	0	아 진짜 손혁아 제발나가라
759	0	kt는 4대 0에서도 이렇게 하는데
760	0	글을왜지우는거난 도대체 생각들이없네
761	0	변상권은 왜 안나오나요
762	0	김하성 4타점 수비 ㅠㅠㅠ
763	0	김하성 개인성적을 위해서 팀이 희생하는팀
764	0	멀리던지기 체력장하냐 
765	0	항상 줄 점수 다주는 경기
766	0	오늘 요키시, 김하성이 게임 다 말아먹네요..
767	0	요키시 강판
768	0	유격러셀 1루전병우2루김혜성3루김하성 서건창 벤치응원단장
769	0	매타자 풀카운트
770	0	김하성 골든글러브가 팀승리보다 중요하다니
771	0	김하성 선수..
772	0	와~~~ 전병우 선수 투런 홈런~!!^^
773	0	박준태선수가 빨리 복귀를 해야지..ㅜㅜ
774	0	어떤 투수가 나와도 못치는 타선
775	0	오늘은 하준호 완봉 도전 가나요~~
776	0	이야 이제 하다하다 하준호한테까지 쩔쩔매네
777	0	1회 31개
778	0	라인업 좀 그만..
779	0	키움 잔여경기 ..
780	0	오늘도 낭낭하게 지는경기 하겠네요 
781	0	오늘선발  라인업 !!!
782	0	오늘 키움 기사 많네  왠일이냐!! 승리해도 한두개 나갈까 말까인데.
783	0	9월 팀타율
784	0	김태훈 선수
785	0	유관중 재입장 언제 시작하나?
786	0	문찬종 올리세요
787	0	엘지 상승세 우리 하락세 뚜렷하네요
788	0	9월5일 경기 연봉정산(손혁 레임덕 현상)
789	0	손씨 송우현 기용 목적이
790	0	송우현 내리고 박주홍 올리세요... 송진우 눈치보는것 아니라면..
791	0	러셀을 데려온 이유?
792	0	가을야구 예상?
793	0	의지,  투지,  간절함이 없네요...선수들이..ㅠㅠ
794	0	러셀은 앞으로 무슨 계획일까요?
795	0	장감독 내칠거였으면 똑바로 된 놈이나 데려오던가.
796	0	조금만 버팁시다...
797	0	최근 7경기 팀타율 팀홈런 꼴등
798	0	9월 타격 10위팀 키움히어로즈
799	0	홈런스웡하는 타자가 대부분인데 홈런타자가 없다
800	0	일주일 타격성적보니까 감독님 재평가인가요..
801	0	자율야구, 이대로는 안 됩니다
802	0	4위 봅니다 
803	0	V1
804	0	두산 일수강점기보다 더한 손혁강점기
805	0	그냥 상위에서만놀다끝날팀
806	0	다시한번 부탁 드립니다~
807	0	올해우승못하면?...
808	0	손혁 화이팅~❤️ 괜찮아요
809	0	결국 이렇게 됐네요
810	0	담주 화수 스크전 
811	0	결국 3위 됐네요
812	0	딱 보니 작년 sk꼴 나겠네요 
813	0	손혁에게 어울리는 속담
814	0	손혁의 매직은 4위까지 갑니다!!!
815	0	개그맨
816	0	기사봤냐 돌혁아
817	0	샌즈가 있었다면
818	0	외인 농사 흉년
819	0	올해 외인 농사 망치네ㅎ
820	0	17이닝만에 1득점 실화냐
821	0	손혁이 있는 한  키움에 대한 집착을 버리겠습니다
822	0	Kbs n  우리경기때  장정석 전감독은 해설 안하냐????
823	0	변상권 선수 완봉 면하게 해줘서 감사합니다
824	0	참 더럽게도 못한다
825	0	대단하다
826	0	1점이라도 내야...
827	0	충격의 0점 패
828	0	손혁감독짤리전까지 kt팬한다하고 kt팬된 이전키움팬입니다.
829	0	팀의 전력 기복이 너무 심하다
830	0	더이상  기대할깨없는 4인방  매일 출전시킬까
831	0	저도 키움팬으로 왠만하면 감독 안까는데 ㅠ
832	0	쿠에바스 8이닝 99구?
833	0	투수 교과서 만들기 참 쉽죠?
834	0	요즘 키움이 지고 있을때 역전하는거 봤나요!!!!
835	0	손혁은 해설도 못해 ㅋ
836	0	손혁이 감독이라는 코메디... 
837	0	ADHD에 대한 제 글은 틀리지 않았습니다.
838	0	손혁이 나가야 예전의 히어로즈로
839	0	운영자 삭제 그만해라
840	0	우리 손혁감독님이 젤 잘하는게 있어요..
841	0	이래서 염사단 사람쓰는게  아니라니깐 !!!!
842	0	안된다 안돼
843	0	러셀은 어떤 생각이 들까요
844	0	요즘 다른팀과 다른점
845	0	여러분 감독의 역할이 뭔가요
846	0	손혁 강병식 나가야 산다
847	0	김광현 투구만 관심있는 감독은 뭔가 ㅋ
848	0	감독 내려가기 전에는 이제 이팀 경기 안본다
849	0	준태선수 언제와요....
850	0	10연패해 손혁 똥줄 타는거 봅시다 키움선수들~
851	0	강병식 타격 코치는 도데체 뭐하고 있냐??
852	0	경기 뒤집는 법을 모르는 손혁 ㅡㅡ
853	0	오늘도 게임 던졌구나
854	0	타순도 손혁 기분?에 따라 하니 변상권도 타격이 
855	0	손혁 out
856	0	오늘 1~5번 무안타
857	0	손혁 감독은 팀에  집중좀 해라  김광현 그만신경쓰고  !!!
858	0	대단합니다 우리 감독님.
859	0	완봉패 가즈아~~!!
860	0	감독이 이길수 있는 경기는 놓치고~ 지고 있으면 포기~ 전략은 더욱이 없고
861	0	임규빈 또 만루네ㅎ
862	0	경기보기 너무 힘드네요
863	0	최근에 홈런있나요 장타력 실종
864	0	키움은 지고 있으면 거의 경기포기?가 대부분입니다~
865	0	힘 좀  내줬으면
866	0	이장석이 나와서 구단과 힘대결로 기대하는게~
867	0	다시는 우승 없습니다~  딱 4위 정도 가을 야구 
868	0	도대체 선수들 관리를 어케했길래‥
869	0	히어로즈 운영진은 야구 안보나?
870	0	이 세상에 제일 가는 말썽쟁이 조텩
871	0	벌써 포기한 느낌 ㅎ
872	0	김웅빈 선구안 정말 답 없네요 
873	0	시즌 내내 타격감이 이런데 
874	0	애초에 쓸돈은 써서 샌즈는 죽어도 잡았어야지
875	0	알바 러셀ㅎ
876	0	송우현선수
877	0	어차피 질거라면..
878	0	이정후
879	0	이게 시즌 2위팀의 경기력이 맞습니까?
880	0	해설도 이해못하는 투수 교체..정말 너무해요
881	0	선수들 태업하고 있는건가요?
882	0	강병식 타격코치는 하는게 뭡니까?
883	0	그냥 투수들이 불쌍하네요
884	0	제발 1점이라도 쫓아가 봐라
