	label	titles
2915	0	터커 땡큐
2916	0	꼴찌팀 하고 하는데 더 꼴찌 플레이하네
2917	0	1사만루 무득점ㅋㅋㅋ
2918	0	송준석 써라~ 한수 아래 감 떨어진 감독아~
2919	0	최영진 내려라
2920	0	최영진 저것도 참
2921	0	자동문 타선
2922	0	허수아비 한수씨
2923	0	기자들 뭐하노 삼성용병도 기사 좀 써줘
2924	0	헤일리
2925	0	왜 저런 인간을 그냥 두나.
2926	0	둘다 바까라 용병 투수들
2927	0	헤일리 버리랬지?
2928	0	아예 안보고 델꼬 와도 이거보다 잘하것다 몇년째고
2929	0	우리도 용병 바꾸자
2930	0	ㅅㅂ 헤일리
2931	0	김한수 진짜 돌대 가리네. 요행을 바라는거야 뭐야
2932	0	역시 김헌곤
2933	0	무한 김헌곤 사랑인가요?
2934	0	삼팬들분 올해는 그냥 포기하고 내년에 기약합시다
2935	0	내년을 기대해봅니다
2936	0	왕조 삼성
2937	0	전 라인업 이렇게 짭니다 신구조합으로 변화 시킵시다
2938	0	백업 김성훈 손주인 2군 보내라
2939	0	제가감독이면현시점에서이렇게두달은가봅니다!!
2940	0	6월 14일 야구장 예약햇는데 김한숨 라인업짜는거보고 취소햇습니다
2941	0	과감히 흔들어라
2942	0	와 2군선수에게 기회안주고 1군 경기 견학 보냇나??
2943	0	이원석
2944	0	직관 갔는데 아들이 sk로 바꾸자고 하네요.
2945	0	2차 지명
2946	0	러프 없으면 공격은 아무것도 되질 않는구나
2947	0	어차피 질바엔 신인에게 기회나 줘라.
2948	0	2020년 1차 지명 누구
2949	0	한수야  애들 그만 괴로펴라
2950	0	삼성은 연고지를 바꿔라
2951	0	김힌수 원래가 승률 5할이 목표이다 보니 물러나란 얘기 잘 이해 못할거예요
2952	0	처음 1,2회 보고 8:0 생각하고 다른것 봤는데 결과가 딱 맞네
2953	0	한수야 말좀 쳐들어라
2954	0	시이바아알조옷같네요
2955	0	다른 팀 같으면 김성훈은
2956	0	홈피관리자 이놈아 사자후홈피 대문에 산송장 장필패 사진치워라 꼴보기 싫다
2957	0	김한수와 김성훈은 무슨 관계냐
2958	0	내일
2959	0	한수씨 고만해라 그냥
2960	0	염경엽 감독보다 못한 김한수 감독..
2961	0	고집대결 밴투 김한수 승자는~~~
2962	0	내일 우취 및 감독경질 기대해봅니다~!!
2963	0	궄가든 스포츠팀이든 주인이 분노하지않으면 바뀌는게없음
2964	0	손주인 이학주 김성훈 박해민 김헌곤 2군보내라
2965	0	아이고 ☆☆들아
2966	0	낼 박해민 김헌곤 둘다 빼라
2967	0	한수야 대타 손주인?? 하다하다 참 창조적이다
2968	0	36계
2969	0	님들아~
2970	0	진짜 프로선수급도아닌 선수들로 뭘하겠냐 진짜...
2971	0	감독이 한심하다
2972	0	내일도 똑같은 타순이게지
2973	0	득점타에서 장타가 안나오지??
2974	0	화가난다 화가나 구단은 게시판 안보냐!!
2975	0	한수감독님
2976	0	쌍방울
2977	0	양신 타코해라
2978	0	너무합니다.
2979	0	장필준은
2980	0	멸치들아 두산타자들 본받아라
2981	0	투수교체 문제점
2982	0	소사가 말한다. 삼성정도야 ㅎ
2983	0	김한수사퇴
2984	0	선수 기본 능력이
2985	0	훙준학 김한수 나 고소해라 시원하게 까보자 언제든지ok
2986	0	한수 정신차려라
2987	0	지난해 엘지가 두산한테처럼 sk한테 1승하겠나..
2988	0	징그럽게 못한다.
2989	0	김성훈 수비 조오같이 하네
2990	0	이주니- 팬들끼리 얼굴붉히기싫다 시비걸지마라 경고했다
2991	0	자막에 삼성 연이틀 득점권 약한 모습? ㅋㅋㅋ
2992	0	김한수 매수당했나 조사해봐야겠네
2993	0	삼성감독은 교체가 답이다
2994	0	이너마 선수출신 감독 맞나?
2995	0	삼성야구 포기한지 오래. 프로이기를 포기한팀
2996	0	오늘이 정상적인 패턴
2997	0	감독 퇴출
2998	0	알까기 수비
2999	0	선수기용
3000	0	제일기획관계자 나 고소쫌해라 시원하게 까보자
3001	0	엘롯기랑 친해지니 점점 엘롯기를 닮아가네!
3002	0	운도없다
3003	0	준학아 한수야 나 신고해라 얼굴함보자
3004	0	한수야 너 보고 선수들 2군 보내는 기준이 먼데???
3005	0	김한수사퇴
3006	0	강민호 주루플레이
3007	0	지금 타선 보면 구자욱 말고 기대되는 타선 없다
3008	0	삼성은 장사할려면 똑바로 해라
3009	0	어제꿈에 준학이랑 한수 디지는꿈 꿨는데
3010	0	ㅅㅂ
3011	0	티비 돌리자 2대0이면 졋다 산체스한테 득점도 못낸다
3012	0	한수 나가면 꼴찌해도 좋다
3013	0	미국이었으면 김한수는 총맞고디졌을텐데
3014	0	더러운 노숙인 한수야 나가도...
3015	0	3번 김헌곤 5번 이학주 6번 박해민
3016	0	심판
3017	0	오늘 뿐만 아니라 미래까지 말아먹는 돌한수
3018	0	홍준학 김한수 동반사망 기원합니다
3019	0	외국인 3명 다 아프네
3020	0	삼성은 김한수의 놀이터
3021	0	못하는 선수 2군 강봉규도 2군이 왜 안되냐?투수는 괜찮은데.답은?
3022	0	잘하는 선수는 계속하게하고 못하는선수는 못하게 해야 !!!!
3023	0	박해민 스윙하면 10개중에 7개는 파울!
3024	0	러프가 심각해보이네요
3025	0	축구나 볼껄....
3026	0	장필준은 6회나 7회 등판해야 , 마무리회 나오면 역전당한다 !!!!!
3027	0	최근 박해민 보니까 예전 김상수 보는거 같내요
3028	0	다시 『-7』이 됐군요.
3029	0	감독님.. 제발 좀.
3030	0	감독의 책임감은?
3031	0	장필준은 부담이 덜한 상황에 내야되는게 요지임
3032	0	설명이 필요없다. 김한수놈의 경질만이 답이다.
3033	0	끝패왕 장필패
3034	0	장필패 니 잘못이 아니다!
3035	0	2군에서 송주석 쓰자고 난리쳤건만 아직은 무리인거 같음..
3036	0	김한수감독 과  염경엽감독의 차이점 !!!!!
3037	0	장필패는 억울합니다
3038	0	감독문제 타격코치문제있는데도 계속 이러니
3039	0	감독만 잘했어도
3040	0	오치아이가 팬들에게 신뢰 받고있다는거 압니다
3041	0	염경엽과 김한수의 실력을 보는 경기임..
3042	0	장필준이랑 어느팀이든 외야 거포능력있는 타자랑 트레이드라도
3043	0	SK, 두산 상대로는 항상 역부족
3044	0	멸치들 차고 넘친다 빠른볼도 외야로 보낼 타자 키워라
3045	0	구타 유발자 - 장필패
3046	0	감독 무능이 낳은 스크전 전패
3047	0	오늘 한 경기 결과때문이 아니라 안정감이 없다고 !!!
3048	0	김한수사퇴
3049	0	김한수사퇴
3050	0	한수야 장필패 필패 이름값 했을 뿐이다
3051	0	꽉 잡으세요 올라갑니다
3052	0	라인업 바까라
3053	0	팬들이 내말을무시 하네 답변도 안달고
3054	0	장필준
3055	0	장필준 2군보내라
3056	0	마무리 장필준 계속하세요
3057	0	필패 욕할거 없음
3058	0	필준아
3059	0	오늘 연장에서 이길거라 생각한 사람 있나?
3060	0	이제 마무리는 최지광으로 고정하자
3061	0	오늘 구자욱 말고 그냥 자동아웃
3062	0	아호 ㅡㅡ
3063	0	SK전
3064	0	야 게시판관리자
3065	0	장필준은 6회나 7회 등판해야 , 마무리회 나오면 역전당한다 !!!!!
3066	0	속보~!!
3067	0	역시 ~~
3068	0	필패는 오늘도 팬들을 울리는구나
3069	0	김헌곤 12회초에 높은볼에 마구 휘둘러댈때부터 질거라는
3070	0	최정 3번 VS 헌곤 3번
3071	0	장필준 조내라
3072	0	힌수돌
3073	0	김헌곤 갓다버리라
3074	0	필준아~
3075	0	정말 아깝고 뼈 아픈 한 판 이네요
3076	0	모두의 기대에 부흥하여 필준이가 역시...
3077	0	진짜 욕나온다
3078	0	필준아~
3079	0	징필준 퇴출
3080	0	와 역시 오늘의 주인공 장필패와 김헌곤
3081	0	오늘은 패인은 감독 니다
3082	0	김헌곤을 3번에 넣은 무능 김한수
3083	0	에혀...
3084	0	스케이 잔인하네 쉽게 끝낼경기 연습 실컫하고
3085	0	한수가 작전하는게 다 그렇치뭐
3086	0	장필패  저넘은
3087	0	역시 자욱라이온즈다
3088	0	번트대는 3번 vs 홈런치는3번 ㅋㅋㅋ
3089	0	질려면 빨리 지지.
3090	0	지지리도 못하네. 내가 관심을 끊는게 상책이지 싶다
3091	0	스타병인가요? 깅헌곤 선수
3092	0	장필패 진짜
3093	0	사실 김한수야구가 제일 잼있다
3094	0	김헌곤이 다말아먹네..
3095	0	오늘 100프로
3096	0	김현곤 내일부터 타순변경해라
3097	0	스케이 불펜 코시 두산전 대비 연습 하네
3098	0	김헌곤ㅋㅋ
3099	0	역시 김주미=김헌곤(주는거없이 미운놈)
3100	0	셋만 저녁 줘라
3101	0	시 발 에라이 이젠 진짜 못참겠다 김헌곤 3번 바꿔라
3102	0	역시 점수못내는구납..
3103	0	삼성 심각함
3104	0	헌곤아!
3105	0	김한수사퇴
3106	0	신의 한수
3107	0	ㅠㅠ
3108	0	희망고문 그리고 김헌곤 ㅋㅋㅋ
3109	0	구자욱 당연히 걸러야하지않나
3110	0	듣보잡이 분위기망치네
3111	0	고등학생들
3112	0	구자욱 이다
3113	0	준석이는 뭐하느럼이고
3114	0	차라리 송준석이 믿음이 간다
3115	0	박해민 김헌곤 외야로는 5강못간다
3116	0	오늘 이겼다고 좋아하지마소
3117	0	12회 초,말 공격
3118	0	근데 염경업도 참 돌머리다
3119	0	김헌곤이는 문제가 많다
3120	0	Input 과 output
3121	0	꼭 꼬라지가 엘롯기 경기 보는것 같다.
3122	0	sk강팀이유
3123	0	내일도 100퍼짐
3124	0	꽉 잡으세요 올라갑니다
3125	0	스케이 투수들도 150 기본 등빨팀 상대는 두산뿐
3126	0	저 필준이 세에~끼 인상 좀 어떻게 안되나?
3127	0	김한심~
3128	0	또 졌네
3129	0	오늘 양팀 수훈선수 명단
3130	0	이연주치어 불쌍하다 복귀시켜줘라..
3131	0	누가 설명좀 해주세요
3132	0	김헌곤 넌 역시 주는것없이 미운놈
3133	0	삼성은 구자욱 .
3134	0	타자들 선구안 부터 다시갈켜라
3135	0	박해민 2군보내든 주전에서 당장 빼라.
3136	0	대단하다
3137	0	김헌곤 시방
3138	0	박해민 톡~~~
3139	0	러프는 내땅 잘해봐야 외야짧은공
3140	0	점수 안내는 방법도 가지가지 ㅋㅋ
3141	0	에라이 헌곤아
3142	0	헌곤이 참 야구센스 없어서 큰일이다 큰일
3143	0	아니 스크가 져줄려고 하는데 왜 못받아 먹냐?
3144	0	ㅋㅋㅋ
3145	0	스퀴즈 스퀴즈 노래를 부르지만 무사만루에서 스퀴즈는 매우 위험한 작전이다
3146	0	최충연-최지광 미래의 주축들이
3147	0	러프아까나???
3148	0	강민호 오늘 인생 리드냐?
3149	0	지광이 스피드가 덜나오네. 불안타.
3150	0	최지광 차라리 끝내기 맞아라
3151	0	허수아비 한수씨
3152	0	오늘 경기 진다면 전적으로 감독책임이다.
3153	0	최영진이 답답한게
3154	0	삽질을
3155	0	3경기 다 내어주겠네요
3156	0	아 짜증난다 진짜
3157	0	내일이없는 한수한테 팬들은 또 놀아난다
3158	0	'쫄보.새가슴' 최영진
3159	0	최영진은 왜 자꾸 꾸역꾸역 주전이냐?
3160	0	이제 주전선수들이 지쳐서 야구 안한다
3161	0	해설도 놀라네
3162	0	꽉 잡으세요 올라갑니다
3163	0	어차피.
3164	0	김한수 마술같은 투수교체 용병술로 또 한게임 버렸네.
3165	0	절대 자기가 잘못했다 반성안하는 인간
3166	0	이학주 빼라
3167	0	진짜 감독 마음에 안든다
3168	0	충연이 한테 무리다 2회는
3169	0	충연이 한테 무리다 2회는
3170	0	이학주
3171	0	김한수
3172	0	이학주 이전에 최영진이 해결 했어야했다
3173	0	전트 되었으면 한점 났는데 참 매번 볼때마다 기초가 부족하다
3174	0	역시
3175	0	오늘도 끝내기 패하네
3176	0	혹시나 했는데 역시나 멸치들 기대에 부응하네
3177	0	여기서 점수 못내면
3178	0	번트 하나때문에 젓도
3179	0	한수 토토하는거아니야??
3180	0	인플레이네
3181	0	오늘 심판넘들
3182	0	한수야 9회 무사 1루이면 다음타자 번트 아니야?
3183	0	왜 또 보내기 안하노?
3184	0	번트 되야지 9회거든 등 신 같 은 작 전 꼬라지가
3185	0	연장가면 희망없다
3186	0	번트왜안되냐 1회냐
3187	0	한수 또 삽질 하네
3188	0	축구국대감독벤토랑 손주인이랑 면상꼬라지가 흡사하네
3189	0	ㅋㅋㅋ
3190	0	저게 병살이냐
3191	0	공민규 백승민 박계범 함께응원하자
3192	0	홈런 쳐 맞을거 같은데
3193	0	손주인 수비도 안돼.... 타격도 안돼....
3194	0	연승 이어가는게 중요한데..
3195	0	3대2 패
3196	0	sk는 역시 sk네
3197	0	투수 교체 참 더럽게 하네.
3198	0	스케이 상대로 그만하면 잘했다
3199	0	귀신같은 투수교체 타이밍 ㅋㅋ
3200	0	스크 잘한다 대타는 이렇게쓰는거지
3201	0	한수야 나가도
3202	0	이승현선수 괸찮습니다
3203	0	김한수 꼬시다 ㄱㅅㄲ야
3204	0	고수님들은 어떻게 보셨나요?
3205	0	오늘 김광현이면 박해민 이학주는 반드시 뺐어야 되는 게임인데
3206	0	하 오늘 심판 조같네
3207	0	주심 박혜민이랑 원수 졌나
3208	0	♥♥♥♥
3209	0	한수야
3210	0	최채흥 교체해줘라 힘 떨어졌다
3211	0	오늘 경기 져도 괜찮아
3212	0	김상수 너~~~
3213	0	B급이 a급 못텀
3214	0	허수아비 한수씨
3215	0	저딴 방망이질 하는데
3216	0	홍준학단장 나가디지라 ㄱㅅㄲ야
3217	0	최채흥 골리앗 상대 놀라운 호투
3218	0	파울타구 라인드라이브로 김한수대갈이로 날아가기를
3219	0	Sk는 좌투수 대비 우타자 일색인데..
3220	0	삼성이긴다고 좋아하지마라 현재도없고 미래도없다
3221	0	결국 김한수 멍청한 작전으로 게임 말아먹었네.
3222	0	김한수는 정신병원에 처넣어라
3223	0	한수야  작전 상황보고 작전해라
3224	0	4번이 강민호인거부터가 제정신아니네
3225	0	김한수 김헌곤 부타페스트 유람선여행이나가라
3226	0	큰일이야~~
3227	0	ㅋㅋ대량실점 이닝될듯
3228	0	헌곤 분위기 다운시킴
3229	0	김한수사퇴
3230	0	김한수 또 쓸데없는짓 해서 1점 날렸네
3231	0	김한수 ㅁㅊ 진짜 김한수 데가리에 뭐가 들었을까
3232	0	오늘도 말아먹네 김헌곤
3233	0	ㅋㅋㅋㅋㅋ진짜 얼탱이가 없다ㅋㅋ
3234	0	헌곤이는 야구센스가 없어서 큰일이다 큰일
3235	0	정말 이름값에 빠진 사람이네요
3236	0	김헌곤 제발 좀 도루하지마라
3237	0	2군서 2할5푼치는 손주인
3238	0	김한수 사망소식없나 정신병환자
3239	0	심판 ㅅㅂ
3240	0	류현진 공략보다 어려운 스케이 선발진
3241	0	심판머지???
3242	0	김광현인데 좌타자가 너무 많네...
3243	0	비만이 살길이었는데 오늘도 꼼짝마다
3244	0	답답하다 한수야
3245	0	한수야 넌 이미 가을야구 포기모드다
3246	0	이번주 3점이상 못내노???
3247	0	삼성구단과 팬들에게 원해요
3248	0	한수야 넌 2군 경기 체크 하고잇나???
3249	0	조동찬 배영섭 정병곤 이지영 장원삼 이흥련 잇어도???
3250	0	한수야 오늘보고 느낀거 없나?? 박해민 빼라
3251	0	5경기 1활이 안되는 타자 박해민 고정1번 타순 징하다
3252	0	남은 기간 연봉때문에 사퇴못하는 김한수를 위해 모금운동합시다.
3253	0	김한수... 사퇴로는 부족하다
3254	0	한수이놈 자기데려온놈끝까지 팀역적
3255	0	교체를 해도 감독 보다 타격코치가 먼저..
3256	0	내땅러프 삼성과 잘어울리쥬?
3257	0	해민이 이놈아 왠만하면 너욕은 안하려 했는데
3258	0	마지막 타순 제안..
3259	0	마지막 타순 제안..
3260	0	라이온스는 그룹 보물?
3261	0	봐봐라 내일 라인업 타순임 똑같음 오늘이랑 스윕패 확정
3262	0	감독님께 한마디만 부탁합니다
3263	0	어이없는 게임
3264	0	1사 만루에 대타기용
3265	0	어이없는 게임
3266	0	.
3267	0	김한수 감독은 정말 허수아비 감독인가..
3268	0	올해 끝나고 fa 되는 전준우.안치홍
3269	0	산적수염 구시대 야구 무능력 씨판수는 강봉규랑 사퇴하라
3270	0	9등 감독의 훌륭한 용병술로 다시 자리찾아가기 롯데 기다려
3271	0	2할5푼 1번타자?
3272	0	이제 몇일 안남았습니다
3273	0	그래도 내일은 정신차리고 열심히 하겠지.
3274	0	이건 감독 코치 다 떠나서 그냥 팀이 약팀이다
3275	0	감상수는 대체불가 선수다...류중일 ㅋㅋ
3276	0	선수들도 감독교체를 바라는 모습입니다.
3277	0	5할승률김한수당신에게는꿈의숫자야
3278	0	이젠 삼성야구이기길 바라지도 않는다
3279	0	그만 사퇴해라.
3280	0	멍청한 감독에 나사빠진 선수들
3281	0	무게감
3282	0	삼성에는 진갑용 감독이 필요합니다.
3283	0	팀에 연봉1위
3284	0	벌크업 구자욱 30홈런 김동엽
3285	0	박해민ㅎㅎ
3286	0	낼 톳데한테 스윕패 기도합시다.
3287	0	삼성야구 보g마세요 병생기겠어요~
3288	0	김한수 강봉규 사퇴해라
3289	0	대단한 감독
3290	0	미래에서왔어요 경고등 깜박깜박
3291	0	한수
3292	0	왕조시절도 아니고 상태 안 좋은 선수 계속 기다리다간 안 될듯
3293	0	아니 방망이는 머한다고 들고나가??
3294	0	박해민 언제까지 1번타자?
3295	0	한화와 삼성의 게임스타일
3296	0	역시 선동열감독 짱 이승엽와도뛸자리없다 정답 ㅋㅋㅋㅋ
3297	0	꼴등
3298	0	1 2번이 강해야 되는게 현대야구다
3299	0	웃긴건
3300	0	박해민 이넘 롯데 선수네
3301	0	진짜 가지가지 한다
3302	0	해민이 2군 자진해서 가라
3303	0	진짜 찬물 한바가지다 저런게 1번이라니
3304	0	야이 스레기야 3구 삼진이 머고
3305	0	ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3306	0	미래에서왔어요
3307	0	타순 더럽네 대타도 없고
3308	0	5할승률이목표라고인터뷰하시더니1승4패
3309	0	진짜 사퇴해라
3310	0	코치.선수 변화없는 감독
3311	0	김한수 강봉규 양심있으면 사퇴하자
3312	0	프로가 아니 팀...꼴찌 확정
3313	0	Sk나 엘지
3314	0	하지말하야하는것 골라서 한다
3315	0	한심해서 못 봐주겠네
3316	0	삼성
3317	0	김한수 부임해서 지금까지 5할승률 이상 기록한적이 한번이라도 있었나?
3318	0	지더라도
3319	0	2군 기록 40타수 10안타 2할5푼 ..손주인
3320	0	오늘 구심부터 심판들이 아주 롯데로 다 밀어주는구만
3321	0	오늘도 축구하네
3322	0	5할승률가목표
3323	0	아무리 타격에 사이클이 있다지만
3324	0	삼성 구단주
3325	0	이렇게된거
3326	0	삼성 프런트 부터 짐 싸자
3327	0	삼성
3328	0	삼성은 롯데에게 밟히고 참 대단하다.
3329	0	오늘 해설 안경현 이거 진짜 편파중계 쩌네
3330	0	KT야구 봅시다
3331	0	구단접어라
3332	0	ㅂㅅ들
3333	0	놀랄것 없음
3334	0	ㅂㅅ들
3335	0	ㅂㅅ들
3336	0	ㅂㅅ들
3337	0	ㅂㅅ들
3338	0	ㅂㅅ들
3339	0	ㅂㅅ들
3340	0	ㅂㅅ들
3341	0	ㅂㅅ들
3342	0	ㅂㅅ들
3343	0	ㄱ ㅆㅈ ㅂㅅ 들
3344	0	아니 진짜
3345	0	아니 어떻게 감독 부임하고 3년짼데 팀이 점점 더 야구를 못하고있는가
3346	0	보기싫다!
3347	0	박해민 김상수 테이블세터는 올해까지다
3348	0	아니 진짜ㅋㅋㄲㅋ
3349	0	오늘 맥과이어 최채흥 욕할것 없습니다
3350	0	아니 진짜
3351	0	박한이
3352	0	참..
3353	0	타격이
3354	0	진지하게
3355	0	강봉규 ㅋㅋㅋ 1득점 하는날에도
3356	0	속이 시원하다.
3357	0	개   시   발
3358	0	ㅋㅋ 발암야구
3359	0	강봉규 개세야 양심있으면 사퇴하자
3360	0	투수 바꿔라
3361	0	대구fc최근4경기득점이8점이다
3362	0	박흥식이 부럽네
3363	0	내년에는 용병을
3364	0	제일멸치스 오늘 지면 스윕패
3365	0	빅이닝 나온다.
3366	0	강봉규 ㅅㅂ 사퇴해라
3367	0	김한수야 니 ㄷㅐ가리로 무슨 감독이냐
3368	0	어제도 12출루 1득점
3369	0	오늘 쪽팔린다
3370	0	오늘 서준원 데이냐
3371	0	박 김 구 려 ㅋㅋㅋ 대단하십니다
3372	0	허수아비 한수씨
3373	0	한이형은 도의적책임 한숨감독님은 도의적 책임 없음??
3374	0	강봉규 사퇴해라
3375	0	내년엔 정수빈 무조건 데려와라!
3376	0	내일 1번 타자 최선호 투입해라
3377	0	김한수도 경질안하는데
3378	0	각팀 1번타자 타율 ㅋㅋ
3379	0	내가 타팀감독이면 삼성전엔 무조건 신인 듣보잡으로 선발낸다
3380	0	삼성 키움전 이후 31이닝 6득점
3381	0	한수 아래 감 떨어진 김 감독님아~
3382	0	무능한 타격코치좀 교체해라
3383	0	참대단한팀이다
3384	0	이번주 해도 너무한다 감독아 선수들아
3385	0	심판 ㅁㅊ
3386	0	야구 하고싶은 마음 없는 사람 빼라
3387	0	참 이닝당 볼넷 1개 대단하다
3388	0	허수아비 한수씨
3389	0	야이 석두들아~~!!
3390	0	삼성 너거 특타 연습 안하냐???
3391	0	하 운도 없냐
3392	0	박해민 주루레슨 받지말고 타격레슨 받아라??
3393	0	타격도 못하는 것들이
3394	0	삼성 용병들 너무 못한다
3395	0	오늘도 서준원 삼성 킬러 만들어 주겟네
3396	0	김한수야 너 고집 어디까지냐??
3397	0	오늘은 서준원
3398	0	김한수 홍준학 사퇴하라
3399	0	내년에도 똑같다
3400	0	봉규야 집에 가자.
3401	0	상대선발 듣보잡이면
3402	0	서준원은 또 누구고??
3403	0	선수단이 절실함이 없네요~
3404	0	백정현은 허리에 뮨제가 발생한 것으로 보인다
3405	0	선수들도 이기는 지든 별관심없어보임
3406	0	제일문방구 고정얼빠들확보하고 자축파티
3407	0	지친다 포기할께요 마음대로 하세요
3408	0	월욜까지 기만수 경질기사 안나오면 더이상 야구 안본다
3409	0	김한수 강봉규 사퇴해라
3410	0	허수아비 한수씨
3411	0	공민규.백승민
3412	0	백업인 이원석,이학주가 5번타자
3413	0	앞으로 응원할때 최강삼성 라이온즈 말고
3414	0	김한수감독부터 코치진들도 다 사퇴
3415	0	다시 『-8』이 됐네요
3416	0	We are the 열사들!!!
3417	0	삼성야구보면 야구끊기가 쉬워짐
3418	0	음주운전은 개한수가해야했는데
3419	0	진짜 뻔뻔 낯짝 두껍다
3420	0	이학주 공을 배트에 맞추질 못하는데 왜그리 힘차게?
3421	0	김건국
3422	0	정신상태 새롭게 다지지않고는 김한수가 목표한다는 5할 택도없다.
3423	0	박해민.김상수
3424	0	군면제 벤츠타고 장가도가셨겠다~배에 기름찰때도됐지
3425	0	김한수 강봉규 사퇴해라
3426	0	프로답지 못한ㆍㆍ
3427	0	이번주 34안타10볼넷에5득점..잔루39...최소 강타코는 그만혀라..
3428	0	강봉규 꺼져라
3429	0	최지광 이 ㅅㅋ ㅋㅋ
3430	0	엊그제 분명히 말씀드렸죠~3연패ㄱㄱ김한수를 사퇴시켜야합니다
3431	0	최지광 이 ㅅㅋ ㅋㅋ
3432	0	엊그제 분명히 말씀드렸죠~3연패ㄱㄱ김한수를 사퇴시켜야합니다
3433	0	진짜 박해민 군면제 아깝다.. 갈수록 퇴보한다..
3434	0	단장,감독은 사퇴!기존선수들은 전원2군행!
3435	0	차분하게 말씀좀드리고싶습니다
3436	0	김한수 ㄲㅓㅈㅕㄹㅏ제발
3437	0	오늘은 감독 코치 선수들 모두 욕얻어 먹어도 싸다
3438	0	전력질주안하나 ㅡㅡ
3439	0	박해민 저거 야구 진짜하기싫은가보다
3440	0	케티 끝내기호무란 쭉쭉올라온다
3441	0	팀 응원이 아깝다
3442	0	박흥식매직 흥하자
3443	0	야구는 해태다
3444	0	기아 무섭게 치고 올라오네
3445	0	차라리 잘됫다 계속 패하고 감독 자진사퇴하자
3446	0	허수아비 한수씨
3447	0	케티 역전하고 쭉쭉올라와라
3448	0	백정현은 패전 전무인데 선발로 하니 이길수가 있나
3449	0	흥식매직 또이겼다 쭉쭉올라와라
3450	0	박흥식이 부럽네
3451	0	믿음야구 이제 지긋지긋하다
3452	0	멸치들 주자 없는 상화에서는 더럽게 잘쳐 요
3453	0	이제 그만 진퇴를 결정해야.. .
3454	0	이참에 잘됫네 계속 패하고 꼴찌해라
3455	0	오늘 이학주가 말아먹고
3456	0	타격은 진짜 너무너무 심각하다
3457	0	타격너무심각한데
3458	0	그놈의 믿음의 야구 지긋지긋하다
3459	0	김한수사퇴
3460	0	우능 무소신 한수야 사퇴해하
3461	0	김건국 한테도 완봉 털리는 클라스~~
3462	0	한수씨 고만해라 그냥
3463	0	클래식 시리즈 하지마라
3464	0	답없는 잡멸치들
3465	0	상대선발이 듣보잡이라 질거라 예상을 했다만
3466	0	공민규 3루수 기용안하나??
3467	0	한수야 넌 감독 스타일 아니고 초등부 야구부 감독이다
3468	0	최영진 저거는 뭐가 좋아서 실실 웃어가며...여혀
3469	0	심판 ㅁㅊ
3470	0	답답이 한숨만 나오는 감독아!!
3471	0	한수는 삼성 그말두면 갈때가 없겠다
3472	0	바캐민1번은 지나가던개도 웃고간다
3473	0	백승민은그냥그럭저럭선수가아닌스타급으로발전한다
3474	0	박흥식이 부럽네
3475	0	다섯번에 선두타자 출루 그리고 무득점
3476	0	다섯번에 선두타자 출루 그리고 무득점
3477	0	장필준
3478	0	이번주 다 스윕패하고 꼴찌내려 가자 김한소 사퇴다
3479	0	삼성 스포츠가 망하는게 삼성 자체가 망해가는 기분이네
3480	0	강봉규 사퇴해라
3481	0	장필패는 모자 좀 벋고 뛰면 안되나
3482	0	의미없다
3483	0	삼성공무윈들 너무티난다
3484	0	배짱 베짱
3485	0	내 맘 같아선?
3486	0	적절한 투수교체
3487	0	팬들 다 떠나간다..
3488	0	강봉규 사퇴해라
3489	0	앞으로 너건 삼성라이온즈아니다!!!
3490	0	올해 삼성 답없다 너거들이 프로가 ??고딩이가???
3491	0	올해 삼성 답없다 너거들이 프로가 ??고딩이가???
3492	0	프로선수들 맞나요?
3493	0	야구 하는거 보니오늘 3루 베이스 못받네!!
3494	0	김한수사퇴
3495	0	상수야 그리고 해민아
3496	0	이번주 1점 2점 2점 0점 이게 수준이다
3497	0	김한수 사퇴일정
3498	0	삼성아 때려치아라
3499	0	강봉규 사퇴해라
3500	0	후반전에 역전할수있다
3501	0	김한수 사퇴
3502	0	강봉규부터짤라
3503	0	김한수사퇴
3504	0	정말로 귀찬다 믿음야구 계속하자
3505	0	ㅇㅏ주 농락을 당하는구만ㅋㅋㅋ김한수 와 그의 ㅉㅣ끄러기들 제발 좀 나가라
3506	0	대우잘한다
3507	0	감독 코치들이 구단을 망치는구나.
3508	0	오늘경기..
3509	0	강봉규 ㅅㅂ 사퇴해라
3510	0	듣보잡에게 털리는거 이젠 정말 지겹네요
3511	0	기아팬들 부럽다
3512	0	백정현선수 진지하게 내년에는 보기힘들지도
3513	0	오늘 홈런 조올라 나오겟네
3514	0	감독 코치머하냐??? 당장 바꾸라고!!
3515	0	투수가 그리도없나?
3516	0	오랜만에 편하게 야구볼라 켔더니 암정현이가 ㅋㅋ
3517	0	백정현 ㅅㅂ
3518	0	가만히 서있으면 이기는데 그게 어렵나
3519	0	김한수 이 ㅂㅅ은 거기에 왜 또 이상한 작전으로 병살을 당하냐
3520	0	제발 좀 치지마라
3521	0	이학주 정신 차리나 했더니.. 또 겉멋 스멀스멀기어오르네..
3522	0	백정현 투구모습 보면
3523	0	백정현은 선발감이 아니라니까
3524	0	이번 올드유니폼 입고는 진짜 승율 별로인듯
3525	0	쉽게 생각하고 좀 해라
