	labels	reviews
165	0	정말 주전감이 아니다. 저걸 2루타로 만들어 주네 
166	0	한현희 100개도 안되었는데  바꾸어서 점수주는 투수 타자는 무사에서 진루타  하나를 못때리네.. 이게  지금 2위하고 있는 팀  입니다. 
167	0	준태, 건창 선수 컨택능력 있는데 히트앤드런 같은 작전 해보면 어땧을까? 
168	0	김태훈 방어율 4점대 중반인데 뭘 믿을맨인지 팬들 감독 시키면 진짜 재보다는 잘할거 같습니다 
169	0	무사 2.3루서  대타 안 쓴 무뇌 돌혁이 100% 
170	0	혈압 오르고 병 날것같아요   
171	0	중요한 순간에서 때려 내는 걸 본 기억이 언제인지 가물가물하다.ㅠㅠ 
172	0	무사 1루 2사 주자 1루 
173	0	어떻게 매 경기마다 팬들 혈압 올리는지  대단하다 
174	0	제발 나가라 
175	0	무조건 희플만 치려다가 삼진  아직 1군 실력은 아닌듯 
176	0	골라 나가자 
177	0	실력으로 감독 뽑아라 제발 이놈에 학연지연 미친짓거리좀 그만하고 
178	0	수비도 그렇고, 공격도 그렇고, 모두 2프로가 부족 하네 
179	0	허정협 어떻게든 공 잡아내려는 모습이 안 보여서 아쉽네요ㅠㅜ  진짜 엘지한테 지는게 제일 기분 나쁩니다 
180	0	너무역겨움; 
181	0	야 이 ㅂㅅ 감독은 무사 2ㆍ3루서  ㅋㅋㅋ  어의가 읍네  대타 쓰는게 그렇게 힘드냐 
182	0	김태훈 올리는건 자살행위인거 다아는데 
183	0	직무유기다 
184	0	점수 나지 않았을지..?  야구에 만약은 없지만  대타 안쓰는건 정말 의문이고 아쉽네요..  제발 오늘 이겼으면 좋겠습니다 
185	0	
186	0	이게  팀인가? 대타로  쓸  선수가  한명도  없네.  
187	0	졌다 
188	0	심판 대놓고 엘쥐 편파판정 해주는데  열받아서 소리 질렀네요.. 아 진짜 너무하네요..ㅠ  양석환은 아주 힘으로 밀어재끼고..  아까 김혜성 스윙도 아닌데 스윙이라 하고  키움 벤치에다가 주의나 주고..   스트라익존은 아주 대놓고 편파하고..  진짜 오늘 정의구현 하면 좋겠네요!!! 
189	0	쓰지도 않는거 뭣하러 덕아웃에 앉혀놓냐 그냥 손혁 박동원 니네 둘이 평생 다 해쳐먹어라 
190	0	왜 안 쓰지??? 정말 이해가 안되네~~~~ 박동원 시즌초에 잠시 좋았다가 계속 저런 상태인데~~~~ 왜??왜??? 
191	0	진짜 좀 이팀에서 나가라 손혁    
192	0	맨날 주절 주절에 똥씹은표정, 빠따는 그냥 냅다 휘두르고. 인상부터 맘에 안듬 
193	0	오늘 이길 생각 있었으면 어제 오다 그대로 가져와야 했고 박동원 타석때 대타로 김웅빈 써야 했고  오늘 컨디션 안좋아서 수비 타격 다 안되는 김혜성은 진즉에 바꿨어야 했다. 손혁 너는 도데체 서서 뭘 처다 보고 있는것이냐? 네놈이 관중이 아니라 감독이라고... 감독이면 좀 생각좀 하라고 이 멍청한 인간아! 
194	0	저렇게 허접한 경기력을 보이는거지.. 동네 조기축구단 감독도 이렇게 헌수 기용 안한다. 이지영은 다리부러졌냐? 
195	0	벤치에서 쳐주무시나ㅡㅡ 뭐하냐진짜ㅡㅡ 타격감 곱창난인간들 주구장창 쳐쓰고ㅡㅡ어휴 
196	0	오늘 3진만 두개ㅋ 감독은 도대체 뮛하는 놈이냐  한심이 극에 달한다 
197	0	ㅠㅠ 그런데요..이지영 선수는 감독 눈밖에 났나요..? ㅠㅠ 
198	0	니들 뭐하냐 !  
199	0	무사 2,3루에서 희생플라이 하나도 못 치는것들이 무슨 야구를 한다고... 답답하다 그놈의 영웅스윙 
200	0	오늘의 경기 결과에 따라서 정말 아쉬운 공격이 될듯합니다...  화이팅... 
201	0	정상적인  감독이면 박동원 무조건 김웅빈으로 대타써야되는데 삼진보다 못한 결과 오늘 완전 김혜성 박동원 암적인 존재네 
202	0	그냥 삼진보다 못한 결과 ㅋㅋㅋ 저걸 끌어당기네 
203	0	이렇게 허접스럽기도 힘들지.. 안타치면 사과할께 
204	0	얼마만인지... 이제 타격감 올라오세요..^^ 이정후 선수 화이팅!! ^^ 
205	0	걍 꺼져주세요 손씨 제발 
206	0	계속 떨어지는 변화구를 계속 헛스윙. 헛스윙하면 또 그공.. 그럼 또 헛스윙. 아놔.   마구냐? 
207	0	비디오판독시 감독항의는 퇴장인거알고있는데 주심이 저렇게 판정하는거에대해서 감독이 따지면 퇴장당하나요? 만약 아니라면 감독님은.. 
208	0	켈리가 던진 빠진 볼 스트준 것만 해도 여러개에 스윙 근처도 안간걸 3루심한테 물어보지도 않고 스윙 판정  적당히 해야 주심도 사람이니까 실수할 수 있지라고 생각하지 이제 4회인데도 진짜!!! 이건 완전 작심임 
209	0	내가 웬만하면 심판들 욕은 안하는데 진짜 오늘 무슨 날 잡았냐 욕이 절로 나오네 
210	0	
211	0	치는 순간 빠졌다고 생각했는데, 아깝게 잡혔네요  그래도 타격이 방망이 중심에 맞아나가고 있어 다음을 기약합니다 
212	0	박준태 선수 멋져요~ ^^ 짝짝짝짝짝~ 
213	0	김혜성 오늘 컨디션 최악이잖아! 타격이 안되서 수비도 안되는데 왜 2루수에 선발 기용했냐? 한번도 아니고 두번이나 비슷한 실책을 하면 문책성 교체라도 해야지 투수가 던질만 하지 그대로 놔두면 투수에게 트라우마 생길걸 생각도 안하니? 김혜성도 비슷한공 오면 또 겁나서 제데로 수비 하겠냐고? 제발 니 선수들 컨디션 체크좀 하고 선발오더 짜라. 무조건 이름 가지고 선발오더 짜지 말고 이 멍청아!! 
214	0	오지환이 쓰리피트침범해서 송구애매하게된건데 쓰리피트아웃도안주고 야구를머리를써서보셈좀ㅋㅋ 
215	0	﻿헉 감독 선수기용은 기상천외. 감각좋은 선수은 무조건 선발 제외 참치는 무조건 맹신. 오늘 참치는 삼진 네번 먹는다. 상대분석 제로. 선수만 불쌍할뿐이다. 
216	0	좀 쉬어야하지 않겠냐 참치야 
217	0	아니..타자를 맞춰 잡을 생각 해야지....  왜 자꾸 도망가는 피칭을 하냐??   스스로 위기를 만드는구나 
218	0	믿음이 안간다  오늘 대량실점이면 게임 끝이다 
219	0	외야랑 왔다갔다 하니까 헷갈리냐  수비로 무너지면 안돼! 
220	0	타팀팬들도 절대 이해 못하는 포수리드인데 한현희가 불쌍하다 
221	0	쥐들은 슼과는 다르다 손핵씨  집중해야 합니다!! 
222	0	박동원 포수로 있는한 절대 선발 안정 안됩니다 포수가 겁먹고 바깥쪽만 리드함 애초에 박동원 백업수준입니다 1회인데 벌써 36개 
223	0	손혁이 타격감 안좋은 선수를 4번에 넣는거야?  아님 4번 타자를 하면 타격이 안좋아 지는거야?   
224	0	하나같다..  
225	0	한현흐 힘겹게 1실점 키움투수진은 이지영이 있어야 안정적입니다 박동원은 딱봐도 리드가 너무 구리고 왜 자꾸 선발로 기용하는지 뭘 기댕바는지도  
226	0	무게중심이 뒷다리에서 앞다리로 옮겨지지않고, 두 팔만 앞으로 나가고 상체가 뒤로 누워버립니다. 타구에 힘이 절대 실리지 않고 눈이 공에서 미리 떨어지기 때문에 정타가 안나오고 힘없는 플라이밖에 나오지 않습니다. 안타가 나오면 요행수 바가지 안타밖에 안나옵니다. 빨리 폼을 잡아주세요.. 
227	0	오늘 선발이 ace  Casey Kelly 이므로 어려운 승부 예상됩니다. 
228	0	쩌리투수들 한테 스텟올려야 는데 지금컨디션으로 켈리라...... 
229	0	팀 타격 안되면 공이라도 많이 봐라. 하여간 타격코치나 감독이나 븅닭. 
230	0	현실은 글과는 다르구나!! 한현희는 변화가 없네요 계속 한가운데만 던지네요ㅠㅜ 5회가 오늘도 힘들 것 같습니다  발전이 없네요 
231	0	쓰리쿼터로 바꾼다네요. 괜찮을지 궁금하네요. https://n.news.naver.com/sports/kbaseball/article/001/0011874314 
232	0	최근 가장 타격감 좋은 김웅빈을 빼고 전병우 1루 배치? 미쳤냐?   손혁 또 엘지에게 뭘 받어 처 먹었니? 가장 결정적인 순간되면 컨디션 제일 좋은 선수 항상 제외 시키는데 너 히어로즈하고 원수 졌냐? 아에 말아 처 먹을려고 작정했냐고? 꼴을 보니 엘지에게 무조건 스윕패 각이네...ㅜㅜ 
233	0	왜  지영언니  활용 안하는지  누가  얘기  좀  해봐라 
234	0	벌써 7번째 1위도전인가요??? 오늘 이기고 엔씨가 지면 수치상 1위는 아니지만 그래도 한번 해 보고 싶네요!! 워낙 LG전 외국인투수에 적응이 힘들고 많이 당해서 오늘 경기에 대책은 있으신가요??? 선수들이 경기한다고 집중하지 못하는 부분이 프런트나 분석원들이 챙겨주시길 바랍니다 선수들에게 피드백보다 향후 나아갈 방향을 제시해 주셨길 바랍니다 무조건 생각없이 직구만 노리지 말고 많이 던지는 거 위주로 초반에 투구수 늘어나게 물고 늘어지지 않으면 또 제자리입니다!! 아니 이젠 떨어질 것 같아요!! 다들 선수들도.....팬들도 힘내서 투수진을 보면 어렵겠지만 엘지전 최소 1승 1패는 해야 합니다 선수들이 못한다고 프런트나 분석원들이 일을 하지 않는다는 건 아니니 오해 말아주시길 바랍니다 키움히어로즈 화이팅!!!! 선수들도.... 팬들도 저는 좋아합니다 
235	0	오주원 투수 왜 말소야? 가득이나 왼손 불펜이 부족한데, 윤정현 같은 패전처리는 1군에 놔두고 좌타 원포인트라도 쓸수 있는 베테랑 오주원을 퓨쳐스로 보내다니...  그리고 이정후 선수 오늘도 골프스윙 하도록 그냥 내버려 둘건가? 이정후정도면 본인이 알아서 할거라면서(이런 소리는 중계해설자들이나 하는 방송용 맨트 잖아)  그건 타격코치의 직무유기, 아니 무능한 증거지.  
236	0	무조건 무조건  무조건 우리가 이겨야죠...^^ 선심써서 4승 예상해 봅니다.^^  꼭 이루어지기를.... 비나이다. 비나이다.!!!  키움 퐈이야.^^ 
237	0	 허접한 개인 분석이지만.. 반 게임차 앞선.. 승률 7리 부족한 2위 가능 입니다~~  KT(김민수) - NC(김영규) : 선발 및 마무리 투수 우세로 KT 승리 예상 김민수 선수가 나오면 KT 타자들이 잘 치지 못해서 2승 밖에 없지만 NC 김영규 선수보다는 잘 던진다고 생각. NC는 어제 롯데전 필승조 투입임에도 10회 연장전 패배. 마무리 원종현 선수가 9회 원아웃에 들어와서 10회 원아웃까지 23구 던지며 2안타 2볼넷 3실점.. 오늘 나올 수 없을 듯.. 선발 및 마무리 우세 등 투수력에서 앞선 KT 승리 예상  두산(유희관) - KIA(양현종) : 양현종으로 KIA 승리 예상 유희관 선수가 이번 시즌 KIA전 2승 1패 방어율 2.50으로 좋지만 이전 경기인 삼성전에 2이닝 10안타 7실점의 여파가 있을 것으로 보임. 양현종 선수의 경우 뉴스를 보면 구위와 제구가 회복되었다고 하는데.. 제가 볼 때는 구위는 좋으나 제구가 안되는 것처럼 보였음. 두산 타자들이 기다리면 승산이 있을거 같긴 한데.. 그건 어디까지나 제 생각이고.. 왼손 타자가 많은 두산은 왼손 투수에게 약해서.. 타격감이 좋은 오른손 타자인 김재호와 허경민 선수가 어떻게 해주냐가 관건.. 그래도 KIA 승리 예상  중요한 우리와 LG는 예상이.... 켈리 선수가 우리르 상대로 2승, 방어율 1.38로 엄청 좋은데.. 우리 타자들이 SK전 타격 손맛을 좀 봤으니 이전보다는 낫지 않을까 싶음. LG는 월요일 부산경기하고 바로 화요일 광주에서 11안타를 쳤지만 잔루가 14개로 변비증세가 나왔고.. 수요일 어제 경기 쉬고..오늘 잠실로 이동.. 이동에 대한 피로감과 타격감도 떨어졌을 것으로 예상..(꼭 그래야만 함).. 한현희 선수도 요즘 퀄리티 스타트(6이닝 3실점)급 활약을 해주고 있어서... 객관적으로는 선발투수 및 타격 열세로 어려울 거 같은데.. 주관적으로는 박빙일 거 같으니.. 예상이 안되지만.. 승리 예상~~ ㅋㅋ  SK - 한화,  삼성 - 롯데전은 PASS..     
238	0	그럴거면 퐈 왜잡았어요?  승호 없었으면 안잡았을듯 ㅠ 
239	0	박준태 선수가 복귀한 후로 팀 분위기가 계속 좋아지네요. 지난 주말 홈 2연전이 두고두고 아쉽네요... 
240	0	히어로즈 와서 커리어 하이 시즌을 보내고 있네요. 어젠 그랜드슬램도 터뜨렸네요... 
241	0	[1일치 연봉보너스 지급대상].....비교적 잘 했음. 서건창,  박동원,  주효상,  김웅빈,  허정협,   조영건,  이영준,  양기현,  김동혁  [5일치 연봉보너스 지급대상].....엄지척 러셀,   전병우  sk가 실책으로 키움의 승리를 도와준 경기임. 똑딱이 러셀이 간만에 잘했음..그래도 다리,허리의 스윙속도는 아직 느림 연봉2,900만원 전병우가 연봉20억원 박병호보다 팀에 기여도가 높음. 감독은 별로 할일이 없어 보임...아무것도 안하는게 팀을 도와주는일 같음.  
242	0	한돈 선수가 엘쥐전에 약한면이 있지만  오늘만큼은 꼭 호투해서 엘쥐랑 경기차를 벌렸으면 좋겠네요.  오늘도 꼭 이기길 응원하겠습니다..  키움 파이팅!!ㅎㅎ 
243	0	﻿인스타그램 지우셨더라고요..... 최근 개인dm으로 욕을 하는 사람들이 있다는데 개인 dm으로 욕을 받아서 지우는것이 아니길 빌어봅니다....  
244	0	근데 그러면 이번주 5승 1패란 이야기네요.. 조금 무리인 것 같지만.. 그래도 어이없는 실수나 패배만 아니었음 좋겠네요..   오늘 경기 기대가 됩니다.  분위기는 좋은데 말이죠..^^ 
245	0	위로 올라가느냐, 아니면 따라잡히느냐인데 솔직히 낙관적이지는 않네요.. 그래도 3승1패 기대합니다.~~ 
246	0	솔직히 우리가 보기에 쥐는 경쟁 상대도 아니지 않나요...? 그냥 밟고 가는 발판정도...^^  어제는 전병우 선수 만루홈런으로 완승했는데  오늘은 이정후 선수가 넘겨서 쥐를 처바르고 1위 가봅시다..  이정후 선수...슬럼프 마침표 찍읍시다.. 한번 보여 주세요..쥐들 찍소리 못하게...^^  키움 히어로즈  고공행진 합시다.. 화이팅!! ^^ 
247	0	아니 이게 도대체 몇번째인지 ㅋ  올해는 글렀다. 에잇 포기하자.  이러면 어느새 선두랑 0.5게임차  내일은 이겨서 좀 올라가보자 하면  여지없이 연패...  이게 도대체 몇번째인지 ㅋ  또 믿고 보는 히어로즈의 야구....  내일도 또 야구를 보고 있겠지.  또 속아본다.  흐름이 왔을 때 이 흐름을 잡아야 할터인데 ㅋ  올해 진짜 야구 때문에 수명이 줄고 있습니다.  이제 정말 얼마 안남았습니다.  끝까지 최선을 다합시다.  
248	0	좋으시겠습니다.  물론 저도 좋습니다.  수고들 하십시오.^^ 
249	1	매번 4일 휴식 후 등판을 해주다보니 얘 덕분에 KT 국내 투수들 하루씩 휴식 더 취하고, 나올 때마다 6~7이닝씩 먹어주니 불펜진도 휴식  KT가 우리보다 6경기를 덜 했는데 데스파이네는 154.2이닝, 우리는 요키시 114.0이닝 브리검 66.0이닝으로 합쳐서 180.0이닝...혼자서 우리 외인 투수 합친 것 만큼 이닝만큼 먹어주고 있네요.  25세 이하 투수들은 아직 신체가 완성된게 아니라 관리를 해줘도 탈이 난다고 하고, 까놓고 장정석 손혁 둘 다 국내 선발진 귀족처럼 관리 해주는데도 맨날 아프거나 체력 고갈로 구위 떨어져서 초반 경기 터트리고 강판인 상황인데 저런 투수 하나 있었으면 진짜...  브리검은 17~18때 장정석이 좀 굴리긴 했는데 작년엔 좀 쉬었고, 요키시도 딱히 무리없이 등판시키고 있는데 남은 경기라도 아프지 말고 잘던져주길... 
250	1	멘탈 잘 다듬어서 온거같네요 선발 한자리 꿰차고 좋은 활약 해줬으면 ㅎㅎ 
251	1	젼병우선수도 잘했고 타선들이 어제 오늘 터졌지만  조영건선수가 최소실점하면서 잘 막아주네요 대체 선발인데도 ㅎㅎ  물론 상대팀이 어제의 키움처럼 실책에 최다볼넷도 있었지만  조영건 선수가 잘 막아주지 않았더라면 오늘도 어렵게 갔을듯합니다!! 
252	1	김하성 선수가 올 시즌 30-30클럽도 도전해볼 만하다고 봐요. 요즘 컨디션이 아주 좋아보여요. 
253	1	어제 짜릿한 16대 15 대접전에서 승리, 오늘은 완벽한 대승.. SK에 전에 끝내기 아픔을 되돌려줌과 동시에,  상위권 과 대등하게 하나 하위팀들 시원하게 못잡는 최근 분위기에서 사실 부담이 컷던 2연전인데, 너무 완벽하게 마무리 되었네요.   LG, 두산 등 순위 경쟁팀과 만나기 직전에 SK한테 스윕이라도 당해, 연패 분위기였으면,, 말 그대로 날개없는 추락모드였을텐데.  이번 LG 두산 전엔 이 에너지를 바탕으로 홀가분하게 총력전 펼칠수 있을듯.. 이번 4연전에 한현희-브리검-요키시-이승호 가 가동되니, 해볼만 한 매치죠.  내심 연승도 한번 기대해 봅니다.     
254	1	손혁 감독이 부상에서 돌아온 박준태 선수의 홈런이 팀 분위기를 끌어올렸다고 하네요. 
255	1	아부지가 마음 아프것네ㅜ 손핵도 
256	1	에  실책까지  추가해서  상대가  승리를  주네요.  서건창  산수가  볼넷  네개나  보고 나갔는데  상대가  상대이니 만큼  내일도  오늘 같진  않을테지만  그래도  자신감이나 감을 좀 끌어올려서  좀  많이  살아나갔으면  하네요 
257	1	어제 이어 연일 볼거리 제공한 경기 덕수고/강릉고가 경기했어도 이랬을까? 요약해보자 ★4구남발: 한경기 최다신기록. 기가막히다. 불명예다. 애쓰고 ★배트 들 힘만있으면 무조건 출루다. 전타자 4구. 키움고 ★듣도 보도 못한 투수 연습삼아 올라와 던져본다. 애쓰고 ★오늘은 에러 잔치를 벌려 스스로 말아먹는다. 애쓰고 ★세월아 네월아, 타구장은 집에 갔는데 밤새워 할 태세다. 양고 ★선수가 알아서 볼넷주고 점수주고 다 퍼주니 감독이 할 일이 없다. 양고 ★창단후 최다연패 빠지다. 안쓰럽다. 11연패. 애쓰고 ★이런 허접한 경기하다 낼부터 엘쥐, 두산 만나면 어찌해야할꼬. 걱정이다. 키움고 그래도 선발투수 하나둘 복귀하니 희망을 갖자. 에고고 *추신: 대체선발 조영건을 잘 키우자. 오늘 헉이가  교체타이밍 놓쳐서 홈런 맞았으나 희망을 본 경기다. 쭈욱 정진하길~~ 
258	1	오늘 속상해하는 모습 ㅠㅠ 처음 봐서 팬도 속상해요 ㅠㅠㅠ 그래도 어제 진짜 잘했으니까 내일 경기에 더 집중해주세요❤️    지금 8회말인데 아마 이긴거라 생각하고 오늘 경기 이긴 것도 축하드리구 도루 하나 성공해서 20-20 달성하길!  김하성선수❤️❤️❤️  
259	1	NC가 롯데에 4대0에서 역전했네요.. 1.5게임차 그대로 유지..ㅠㅠ 
260	1	병우 선수 아니였음 오늘 총 갖고 놀지못해 아쉬웠을 텐데 ㅎ 
261	1	주자깔린 상황에 많이 나왔고 피로도가 클거예요 좀만 기다려주면 올시즌 계속 활약했듯 살아날거라고 생각합니다 
262	1	
263	1	초구나 2구는 스트라이크를 잡아야지 쓸데없이 유인구 요구해서 투볼주고 결국 쳐 맞네  아직까지는 모른다ㅋ 
264	1	한마디로 장점이 뭔지;;;  
265	1	정후야.....마음이 조급해지면 더 힘든 거 알지!!! 언제간 돌아올 걸 알기에 믿습니다 타석에서 조급해지면 더 안 좋으니까 아웃되어도 되니까 편하게 하시길.... 이정후선수 때문에 앞으로 팬들은 행복할 겁니다 기다릴께요!! 러셀도 배팅에서 못 쳤을때 얼굴이 달아오르던데 어차피 올해 못한다고 빼거나 플레툰이 아니니 심적으로 다치지 마시길..... 운동능력으로 2할 8푼에서 3할 충분히 가능합니다 물론 홈런타자를 원했지만 팬이기에 언제나 응원해주리라............ 
266	1	"타율떨어지는 시기부터 데이터도 충분하고 누가봐도 아는데 왜 방치하나요?  이정후 선수만 나오면 칠거같은 기대감과 상대편들이 두려워 하는 맛에 실시간 중계 채팅창도 많이 보는데  요즘 실시간 중계보면  상대팀에서 이정후 선수 나오면 ""어차피 뜬공~""  이래요. 이게 현실이고요.  '나둬도 스스로 찾아내고 이겨낼거야' 이러면서 믿음아닌 방치하고 있는거 같아요. 하지만 아직 이정후 선수 어려요. 따끔한 조언도 해줘야 하는거 아닌가요?  요즘 누가봐도 이정후 선수 홈런타자같아요. 삼진아니면 뜬공. 이정후 선수 인터뷰에서 했던 말처럼 ""끝내기 홈런""이 문제였던거 같아요.  저는 정말 이정후 선수 홈런치는것보다  이공저공 안가리고 무자비하게 칠때가 더 무서웠던거 같아요.  올해 이정후 선수가 키움 먹여살린거 다들 알아요. 지금 순위에 있는 것도 이정후 선수때문인것도 다들 알고요. 올해 중심타자의 이정후선수는 무서웠고 혼자서 북치고 장구치고 했던것도 알아요. 그런데 최근의 이정후 선수는 ""이.정.후."" 선수만의 색깔을 잃어가고 있어요.  좀 잡아주세요. 한국시리즈 가야죠. 우승해야죠. 좀 눈치보지말고 잡아주세요. "
267	1	어제 새로운 확진자가 156명으로 그저께보다 20명 더 늘었어요! 벌써 1주일째 100명대네요! 확진자들이 올랐다 내렸다 하네요! 2.5단계, 2단계 거리두기가 혹시 언제 끝나서 1단계로 내려올까요? 20일까지 거리두기 2단계 마치고 9월 22일부터 유관중으로 전환했으면 좋겠습니다. 만약 코로나19가 다시 확산되면 내년 시즌 초반부터 직관 가 보겠습니다. 
268	1	다 좋은데 볼넷 허용이 단 하나 뿐이라는게  가장 의미있어보입니다!!  피안타도 두 개로 정말 좋았구요  몇 년 후 정식 선발로 볼 수 있길 바랄게요 
269	1	무사 만루에 교체 할래?  이번에도 또 6점 리드하니까 근질근질하지...  투수교체 타이밍 놓치고 어설픈 작전질하다가 역전패 당해야 또 직성이 풀리지... 
270	1	오늘 키움 이긴다고 보고  엔씨 이대로 지면 0.5게임차 다시 붙네요..  제발 1위 하는걸 보고 싶어요..ㅠㅜ  키움 1위 가즈아!! 
271	1	그 동안 득점권에서 점수나는게 그렇게 힘들더니..  오늘은 적시타가 좀 나와주네요.. ㅠ.ㅠ  상대가 SK라는게 함정이긴 하지만...  요새 우리가 워낙 안 좋았어서... ㅠ.ㅠ 
272	1	모처럼 편하게 보겠네요..^^ 얼마만에 느껴보는 여유인지...^^ 
273	1	예전 고척 선발때 1회에 강판 당하는거 보고  속으로 많이 욕했었는데 오늘 아주 멋지네요!!  무럭무럭 씩씩하게 자라나길 바랍니다!!  키움 파이팅!! ㅎㅎ 
274	1	안정감이 시즌 초반보다 늘었네 
275	1	삼진아니면 병살인데 대체 팀성적은 무의미한거같다 진심 감독이란 사람이  
276	1	이정후 문제점 지적해 주는 사람이 과연 있을까요? 강병식 절대 무능해서 원인파악도 모를꺼고 심재학한테 전화해서 물어봐라 타율 거의 4푼이 없어졌네 
277	1	
278	1	아직 스크가 깔아줘서 다행이다 
279	1	유튜브에 올려주시길...... 소통해주시길 바랍니다!!!!  
280	1	정말 1위 못가는 이유야 이런것들이... 3회말 터지면 어쩌려고 하는건지 ..  정말 왜 자꾸 박동원인데 ?  
281	1	병살치고 눈 희번떡 거리면서 뭐라 하는겨? ㅋㅋ 
282	1	땅볼쳤으면 기를쓰고 달려야죠..ㅠㅠ 설렁설렁은 좀 아닌것 같아요..ㅠㅠ 
283	1	왜 주전으로 계속 나오는지 진심 이해불가 타격하는게 완전 사회인수준인데 
284	1	병살 ㅋㅋㅋ 예상을 벗어나지 않지 
285	1	오늘도 딱 손혁 수준의 아마추어 경기라서 손혁은 신나겠네요  4점 리드 따위는 한 이닝이면 역전 당하게 만드는 고교야구 수준의 손혁야구...  KBO 수준 한껏 떨어트리는 손혁야구...  SK연패 사슬을 키움이 끈어주는 호구는 되지마라...팬들 자존심 상한다....   
286	1	쉽게 갈 경기를 자꾸 복잡하게 만드네.  
287	1	어제 하루 짜리.. 어쩌면 하나같이 스윙이 퍼올리는 스윙이냐 .. 골프냐? 
288	1	우리팀은 아니지만 2회도 못넘기고 참 안쓰럽네요.. 얼마나 속상할까요..ㅠㅠ 
289	1	스크는 진짜 아마수준인데  우리도 잘난거없지만 
290	1	스크는 진짜 아마수준인데  우리도 잘난거없지만 
291	1	우리도 함께 이겨야 합니다^^ 
292	1	너무 급한거 아니냐 샌즈도 공 많이 보면서 적응했는데ㅡㅡ  제발 ~~   
293	1	어제처럼 가슴 졸리며 야구보는 것은 이제그만.... 오늘은 그냥 편안하게 보고싶다....  제발 그렇게 해주셔요...^^ 부탁드립니다.^^  그럼 오늘도 승리!!! 
294	1	1. 서건창-지명  2.김하성-유격  3. 러셀-2루  4.  이정후- 우익 5.  허정협-좌익 6. 김웅빈-1루  7. 박동원-포수  8. 전병우-3루 9.  박준태-중견 
295	1	이렇게 발암 유발하며 지내 온 시즌이 있을까 싶을 정도로  어렵고 힘든 시즌이 이제 얼마 남지 않았습니다. 팀당 100경기를 거의 치뤘죠...  죽이네 살리네 해도 어쨋든 2위에선 버티고 있는데  시즌 잔여경기가 변수네요... 현재까지 보면  NC 98 58/3/37/0.611 키움 106/62/0/44/0.585 LG 103/58/3/42/0.580 144경기에 승률 0.620을 계산하면 89승해야 정규리그 우승이고 현재 1위 승률대로면 86~87(무승부 제외)정도가 커트라인 이겠네요. 38경기 남기고 0.6의 승률하면 22승...최종 84승 정도... 몇년전 두산에게 마지막 경기서 뒤집지 못하고 정규리그 우승 놓치고 가을 야구에서도 깨졌던 기억이...ㅠ  NC가 10월 6일부터 키움과 LG와 더블헤더 포함 7연전이네요... 그 시점이면 결정이 될듯...  참 아쉬운 몇 경기가 두고두고 후회가 될듯 합니다... 
